,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
1571,Astro Engineering,History,Aero Engineering,Chinese,Biology,Machine Learning,0,0
1572,Aero Engineering,History,Physics,Astro Engineering,Optimization,Biology,0,0
1573,Business,Spanish,Physics,History,Machine Learning,Chemistry,0,0
1574,Political Science,History,English,Optimization,Chorus1,Chorus2,0,1
1575,English,Spanish,Business,Biology,French,Chinese,0,0
1576,Physics,History,French,Algebra,Business,Social Science,0,0
1577,French,Social Science,Chinese,Physics,Spanish,Biology,0,0
1578,History,Physics,Spanish,Machine Learning,Chorus1,Chorus2,0,1
1579,English,Spanish,Astro Engineering,History,Chorus1,Chorus2,0,1
1580,Business,Machine Learning,Algebra,French,Chorus1,Chorus2,0,1
1581,Political Science,Astro Engineering,French,Aero Engineering,History,Chinese,0,0
1582,Political Science,Physics,Chemistry,Optimization,Machine Learning,Aero Engineering,0,0
1583,Astro Engineering,Machine Learning,English,Spanish,Chinese,Chemistry,1,0
1584,Biology,Chinese,Algebra,Physics,French,Political Science,0,0
1585,Business,Astro Engineering,Algebra,Optimization,History,Political Science,0,0
1586,Astro Engineering,Algebra,Chemistry,Physics,Chorus1,Chorus2,0,1
1587,Biology,English,History,Algebra,Chorus1,Chorus2,0,1
1588,Physics,Social Science,Chinese,Machine Learning,French,English,0,0
1589,Physics,Social Science,Optimization,Machine Learning,Astro Engineering,French,0,0
1590,Business,Algebra,Physics,Optimization,Machine Learning,Spanish,1,0
1591,Spanish,French,Chemistry,Biology,English,Business,0,0
1592,Astro Engineering,Chinese,Algebra,History,Social Science,Business,0,0
1593,Business,Biology,History,Machine Learning,Chemistry,Political Science,0,0
1594,English,Social Science,Optimization,Chemistry,Biology,Spanish,0,0
1595,Chemistry,Physics,French,English,Political Science,Optimization,1,0
1596,Machine Learning,Social Science,History,Aero Engineering,Chorus1,Chorus2,0,1
1597,Business,Physics,Chinese,History,Social Science,Aero Engineering,0,0
1598,Spanish,Physics,Algebra,English,Machine Learning,Chemistry,1,0
1599,English,French,Physics,Spanish,Optimization,Political Science,0,0
1600,English,Astro Engineering,Business,French,Chorus1,Chorus2,0,1
1601,Chinese,Machine Learning,History,Optimization,Physics,Algebra,1,0
1602,History,Business,Social Science,Chemistry,Chorus1,Chorus2,0,1
1603,French,Chemistry,Biology,English,Political Science,Chinese,0,0
1604,Biology,Astro Engineering,History,Physics,Business,Chemistry,1,0
1605,Optimization,Biology,English,Algebra,Chinese,Machine Learning,0,0
1606,Political Science,Machine Learning,Social Science,Biology,Astro Engineering,Aero Engineering,1,0
1607,Biology,Algebra,Chemistry,Spanish,Chorus1,Chorus2,0,1
1608,Aero Engineering,Astro Engineering,Algebra,Spanish,Chemistry,Chinese,1,0
1609,Optimization,Chemistry,Machine Learning,Biology,Algebra,Social Science,0,0
1610,Machine Learning,Biology,Astro Engineering,Optimization,Business,Aero Engineering,1,0
1611,Chemistry,English,Spanish,History,French,Algebra,1,0
1612,Machine Learning,Spanish,French,Chemistry,Optimization,Social Science,1,0
1613,Biology,Social Science,Political Science,Aero Engineering,Business,History,1,0
1614,Spanish,Optimization,Machine Learning,Algebra,French,Biology,0,0
1615,English,Algebra,Chemistry,Astro Engineering,History,Business,0,0
1616,Chinese,History,Aero Engineering,Machine Learning,Biology,Spanish,0,0
1617,Optimization,Biology,Astro Engineering,History,Physics,Spanish,0,0
1618,English,Optimization,French,Chinese,History,Business,0,0
1619,Business,Optimization,Machine Learning,Physics,History,French,1,0
1620,Algebra,French,Machine Learning,Spanish,Social Science,Optimization,1,0
1621,Machine Learning,Business,History,Chinese,Chorus1,Chorus2,0,1
1622,Astro Engineering,English,Chinese,Business,Political Science,Algebra,1,0
1623,French,English,Aero Engineering,Machine Learning,Chorus1,Chorus2,0,1
1624,Political Science,Machine Learning,Chemistry,Astro Engineering,Spanish,Chinese,0,0
1625,Optimization,Social Science,Chinese,Biology,Chorus1,Chorus2,0,1
1626,French,Business,English,Machine Learning,Biology,Social Science,0,0
1627,Chemistry,Biology,Social Science,English,History,Political Science,1,0
1628,Astro Engineering,Algebra,Machine Learning,French,Chorus1,Chorus2,0,1
1629,Physics,History,Biology,Astro Engineering,Aero Engineering,Chinese,0,0
1630,Aero Engineering,Physics,Social Science,English,Business,Machine Learning,1,0
1631,History,English,French,Biology,Spanish,Social Science,1,0
1632,Machine Learning,Algebra,Chinese,English,Chemistry,Physics,0,0
1633,Social Science,Political Science,Aero Engineering,Spanish,French,Physics,0,0
1634,French,Business,Biology,English,Astro Engineering,History,1,0
1635,Optimization,Political Science,English,Social Science,Biology,Spanish,0,0
1636,Physics,Astro Engineering,Optimization,Machine Learning,Political Science,History,1,0
1637,History,Social Science,English,French,Machine Learning,Algebra,0,0
1638,Chemistry,Aero Engineering,English,Machine Learning,Physics,Business,0,0
1639,Business,Political Science,French,Chinese,Biology,Algebra,0,0
1640,Chemistry,Optimization,Machine Learning,Chinese,Political Science,French,1,0
1641,Aero Engineering,Physics,Astro Engineering,Machine Learning,English,Algebra,1,0
1642,Chinese,Algebra,Business,Machine Learning,Astro Engineering,Chemistry,1,0
1643,Biology,Social Science,Aero Engineering,Spanish,Business,Political Science,1,0
1644,Biology,Algebra,French,Astro Engineering,Chemistry,Business,0,0
1645,Physics,Business,Machine Learning,Chinese,History,English,1,0
1646,Machine Learning,English,Chemistry,History,Chorus1,Chorus2,0,1
1647,English,Astro Engineering,Optimization,Social Science,Biology,Algebra,0,0
1648,Optimization,Social Science,Chemistry,French,Algebra,Biology,0,0
1649,Optimization,French,Astro Engineering,Business,Chinese,Spanish,0,0
1650,History,Social Science,Political Science,Spanish,Chorus1,Chorus2,0,1
1651,Social Science,Business,Chinese,French,English,Aero Engineering,1,0
1652,Optimization,French,Spanish,Biology,Algebra,Chinese,0,0
1653,Business,Political Science,Social Science,English,Physics,History,1,0
1654,Political Science,Chemistry,English,Optimization,Business,French,0,0
1655,History,Physics,Business,Chemistry,Aero Engineering,Machine Learning,1,0
1656,Business,Spanish,Chemistry,Optimization,Astro Engineering,History,0,0
1657,French,History,Spanish,Biology,Aero Engineering,Astro Engineering,0,0
1658,French,Chemistry,Physics,Algebra,History,Political Science,0,0
1659,Spanish,History,Social Science,French,Chorus1,Chorus2,0,1
1660,Political Science,History,French,English,Machine Learning,Physics,0,0
1661,Aero Engineering,Biology,Machine Learning,English,Chorus1,Chorus2,0,1
1662,Optimization,Algebra,Political Science,French,Social Science,Machine Learning,1,0
1663,Political Science,French,Astro Engineering,History,Business,Aero Engineering,0,0
1664,Machine Learning,Aero Engineering,Astro Engineering,Optimization,Chorus1,Chorus2,0,1
1665,Biology,English,Optimization,Astro Engineering,French,Chemistry,0,0
1666,Machine Learning,Astro Engineering,History,Aero Engineering,Chorus1,Chorus2,0,1
1667,Spanish,Chemistry,Aero Engineering,Algebra,Social Science,Physics,0,0
1668,Chinese,Physics,French,English,Algebra,Aero Engineering,1,0
1669,Chemistry,Political Science,Social Science,Optimization,History,French,0,0
1670,French,English,Aero Engineering,History,Chinese,Political Science,1,0
1671,Algebra,Chemistry,Machine Learning,English,Spanish,French,0,0
1672,Astro Engineering,Algebra,Social Science,Machine Learning,Chorus1,Chorus2,0,1
1673,Biology,Business,Aero Engineering,English,Physics,French,1,0
1674,History,Optimization,English,Machine Learning,Aero Engineering,Physics,1,0
1675,Aero Engineering,Machine Learning,Business,Physics,Political Science,Biology,1,0
1676,French,English,Optimization,Machine Learning,Business,Social Science,0,0
1677,Biology,Aero Engineering,Optimization,History,Social Science,Chinese,0,0
1678,Chinese,History,Optimization,Biology,Physics,Social Science,1,0
1679,French,Algebra,Spanish,English,Chemistry,History,0,0
1680,Spanish,Chemistry,Social Science,History,Chinese,Astro Engineering,0,0
1681,Physics,Machine Learning,French,Spanish,Political Science,Optimization,0,0
1682,Business,Optimization,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
1683,Machine Learning,Algebra,Physics,Aero Engineering,Spanish,Optimization,0,0
1684,Physics,History,Chinese,Social Science,Chorus1,Chorus2,0,1
1685,Chemistry,History,Algebra,Optimization,Chorus1,Chorus2,0,1
1686,Social Science,Optimization,Political Science,Astro Engineering,Chorus1,Chorus2,0,1
1687,Algebra,Business,Social Science,Chinese,Physics,Aero Engineering,0,0
1688,Algebra,French,Physics,Social Science,English,Spanish,1,0
1689,Physics,English,Social Science,Chinese,French,Spanish,1,0
1690,Optimization,English,Machine Learning,History,Physics,Political Science,0,0
1691,Chinese,English,Spanish,Machine Learning,Aero Engineering,Physics,1,0
1692,Business,Optimization,Biology,French,Chorus1,Chorus2,0,1
1693,History,Chinese,Algebra,Machine Learning,Physics,Political Science,0,0
1694,Chinese,English,History,Astro Engineering,Biology,Political Science,0,0
1695,Machine Learning,Optimization,Social Science,Business,Chemistry,English,0,0
1696,French,Physics,Machine Learning,Optimization,Chorus1,Chorus2,0,1
1697,Chinese,French,Political Science,Aero Engineering,English,Algebra,0,0
1698,Machine Learning,French,Biology,Physics,Social Science,History,0,0
1699,Optimization,History,Chemistry,Social Science,Physics,Algebra,1,0
1700,Political Science,Biology,Algebra,Aero Engineering,Chemistry,Machine Learning,0,0
1701,Aero Engineering,Spanish,History,Chinese,Astro Engineering,Physics,0,0
1702,Machine Learning,Spanish,Astro Engineering,Aero Engineering,Optimization,History,1,0
1703,English,Business,French,Algebra,Chorus1,Chorus2,0,1
1704,Spanish,Aero Engineering,Chemistry,Machine Learning,Astro Engineering,Physics,0,0
1705,Spanish,Astro Engineering,Biology,Optimization,Chemistry,Algebra,1,0
1706,Chinese,Political Science,Business,French,Astro Engineering,Biology,0,0
1707,English,Aero Engineering,Biology,History,Chorus1,Chorus2,0,1
1708,Social Science,Biology,Chemistry,English,Business,Optimization,1,0
1709,Aero Engineering,Social Science,History,English,Political Science,Astro Engineering,0,0
1710,Machine Learning,Business,Social Science,Physics,Chorus1,Chorus2,0,1
1711,History,Chinese,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
1712,Optimization,History,Social Science,French,English,Chinese,1,0
1713,History,Optimization,Chinese,Spanish,Political Science,Biology,0,0
1714,French,Business,Chinese,History,Political Science,Chemistry,0,0
1715,Physics,English,French,Chemistry,Machine Learning,Aero Engineering,1,0
1716,Business,Physics,History,Chemistry,Machine Learning,English,1,0
1717,Social Science,French,Machine Learning,Optimization,Chemistry,Aero Engineering,0,0
1718,Machine Learning,Political Science,Aero Engineering,Chinese,French,Optimization,1,0
1719,Spanish,Political Science,History,Algebra,Chorus1,Chorus2,0,1
1720,English,Aero Engineering,Political Science,Chemistry,Algebra,French,1,0
1721,Optimization,Chinese,Physics,History,French,Social Science,0,0
1722,Algebra,Chinese,French,English,Chorus1,Chorus2,0,1
1723,Aero Engineering,Biology,Chinese,Political Science,Physics,Machine Learning,1,0
1724,Optimization,Biology,Spanish,Political Science,Astro Engineering,History,0,0
1725,Machine Learning,Chemistry,French,Spanish,Physics,Astro Engineering,0,0
1726,Chinese,Spanish,History,Biology,Machine Learning,Social Science,1,0
1727,Algebra,Aero Engineering,Spanish,History,French,Chinese,1,0
1728,Physics,Chemistry,Biology,English,Chorus1,Chorus2,0,1
1729,Machine Learning,Business,Algebra,Aero Engineering,French,Chinese,0,0
1730,Machine Learning,History,Business,Aero Engineering,Spanish,Biology,0,0
1731,Machine Learning,Optimization,History,Chemistry,Physics,Spanish,1,0
1732,Chemistry,Aero Engineering,French,English,Machine Learning,Business,0,0
1733,Political Science,Social Science,Algebra,Physics,Business,Chinese,0,0
1734,Chinese,Chemistry,Spanish,Biology,Physics,Social Science,0,0
1735,Algebra,Social Science,Spanish,English,Machine Learning,Chinese,0,0
1736,Chemistry,English,Chinese,Spanish,Chorus1,Chorus2,0,1
1737,Business,Social Science,Optimization,Chinese,French,Algebra,0,0
1738,Astro Engineering,Aero Engineering,Social Science,Chinese,English,Physics,0,0
1739,Biology,Business,Physics,Chinese,Chorus1,Chorus2,0,1
1740,Astro Engineering,Machine Learning,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
1741,Optimization,Algebra,English,Business,Spanish,Machine Learning,1,0
1742,History,Chinese,Business,Political Science,Chorus1,Chorus2,0,1
1743,Business,Biology,Political Science,Social Science,Chorus1,Chorus2,0,1
1744,Optimization,Social Science,Astro Engineering,Physics,Business,Biology,0,0
1745,Algebra,Business,History,Chinese,English,Optimization,1,0
1746,Chemistry,Chinese,Business,Social Science,English,Astro Engineering,1,0
1747,Chemistry,Astro Engineering,Algebra,Spanish,Aero Engineering,Physics,1,0
1748,Algebra,Social Science,History,Chinese,English,Business,0,0
1749,Biology,Algebra,Machine Learning,Political Science,French,Spanish,1,0
1750,Social Science,Spanish,Biology,Aero Engineering,French,Optimization,0,0
1751,Algebra,Chinese,History,Astro Engineering,Chorus1,Chorus2,0,1
1752,English,Chinese,Machine Learning,French,Physics,Social Science,0,0
1753,Business,Optimization,History,Algebra,Social Science,Aero Engineering,0,0
1754,Biology,Machine Learning,Chemistry,Physics,Spanish,Algebra,1,0
1755,Political Science,Physics,Business,Machine Learning,Chorus1,Chorus2,0,1
1756,Social Science,Machine Learning,Chinese,Optimization,Business,Political Science,0,0
1757,Social Science,Chemistry,Algebra,Spanish,Physics,Political Science,0,0
1758,Chemistry,History,Optimization,Aero Engineering,Algebra,English,0,0
1759,Algebra,French,Astro Engineering,Business,Political Science,Aero Engineering,0,0
1760,History,Chemistry,Social Science,Physics,Chorus1,Chorus2,0,1
1761,Machine Learning,History,Business,Social Science,Chorus1,Chorus2,0,1
1762,Political Science,French,Social Science,Chinese,Aero Engineering,Machine Learning,0,0
1763,Social Science,Chinese,Astro Engineering,Optimization,Chorus1,Chorus2,0,1
1764,Political Science,Business,Optimization,Astro Engineering,Aero Engineering,History,1,0
1765,Algebra,Political Science,Astro Engineering,Chinese,Biology,Social Science,1,0
1766,Chinese,Algebra,English,Astro Engineering,Spanish,Aero Engineering,0,0
1767,Machine Learning,Political Science,Optimization,Chinese,Astro Engineering,Business,0,0
1768,Chemistry,English,Biology,Machine Learning,History,Business,1,0
1769,Political Science,Algebra,English,French,Social Science,Machine Learning,1,0
1770,Chemistry,Spanish,French,Aero Engineering,Chorus1,Chorus2,0,1
1771,Machine Learning,History,Astro Engineering,Physics,Chorus1,Chorus2,0,1
1772,Chemistry,Biology,Optimization,Business,History,Astro Engineering,0,0
1773,Social Science,Biology,French,History,Chorus1,Chorus2,0,1
1774,English,Optimization,Chemistry,Algebra,Social Science,Physics,1,0
1775,Physics,English,Optimization,Astro Engineering,Chorus1,Chorus2,0,1
1776,Machine Learning,Political Science,Biology,English,History,Aero Engineering,0,0
1777,Social Science,Physics,Business,Aero Engineering,Chorus1,Chorus2,0,1
1778,History,Optimization,Business,English,Astro Engineering,Algebra,0,0
1779,English,Political Science,Physics,Chemistry,Chorus1,Chorus2,0,1
1780,Algebra,Social Science,Chemistry,Astro Engineering,Chinese,French,1,0
1781,Aero Engineering,History,Astro Engineering,Physics,Business,Biology,0,0
1782,Aero Engineering,Business,Political Science,English,Chorus1,Chorus2,0,1
1783,French,Algebra,History,Physics,Machine Learning,Astro Engineering,0,0
1784,French,English,Chinese,Aero Engineering,Machine Learning,Social Science,0,0
1785,Algebra,Physics,English,Optimization,Chorus1,Chorus2,0,1
1786,Business,French,Aero Engineering,Biology,Social Science,Chinese,0,0
1787,French,Social Science,Business,Political Science,English,Chemistry,0,0
1788,Algebra,Social Science,Chemistry,Biology,Chorus1,Chorus2,0,1
1789,Spanish,Political Science,Chemistry,Algebra,Astro Engineering,Aero Engineering,0,0
1790,Algebra,French,Political Science,Social Science,Biology,Spanish,0,0
1791,History,Machine Learning,Political Science,Social Science,Aero Engineering,French,0,0
1792,Business,History,Chinese,French,Physics,Algebra,1,0
1793,Biology,History,Chemistry,Political Science,Optimization,Aero Engineering,1,0
1794,Social Science,Algebra,Optimization,French,Chorus1,Chorus2,0,1
1795,Chemistry,Aero Engineering,English,Biology,History,Physics,1,0
1796,Optimization,Political Science,Business,Chinese,Social Science,English,0,0
1797,Algebra,Optimization,Biology,Chinese,Chemistry,Physics,1,0
1798,French,Optimization,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
1799,Chinese,Physics,English,Aero Engineering,Chorus1,Chorus2,0,1
1800,Physics,Political Science,Social Science,English,French,Astro Engineering,0,0
1801,Spanish,Political Science,Algebra,Machine Learning,Chorus1,Chorus2,0,1
1802,Chinese,Aero Engineering,Biology,Machine Learning,French,Social Science,0,0
1803,Business,Chinese,Machine Learning,Optimization,French,Physics,1,0
1804,French,Machine Learning,Spanish,Biology,Political Science,Astro Engineering,0,0
1805,French,Aero Engineering,Spanish,Chemistry,Social Science,Optimization,0,0
1806,Physics,Astro Engineering,Social Science,Spanish,Machine Learning,Biology,0,0
1807,Business,Chinese,History,English,Astro Engineering,Social Science,0,0
1808,Algebra,Social Science,Biology,Political Science,Aero Engineering,Chinese,0,0
1809,Machine Learning,Political Science,Aero Engineering,History,Chinese,Biology,0,0
1810,Astro Engineering,Spanish,Algebra,Social Science,English,Political Science,0,0
1811,Machine Learning,Physics,Business,Social Science,Spanish,French,0,0
1812,Algebra,Social Science,Political Science,Chemistry,French,English,0,0
1813,Chemistry,History,Optimization,French,Chinese,Biology,0,0
1814,Algebra,Chinese,Chemistry,Astro Engineering,Political Science,Biology,0,0
1815,French,Optimization,Chemistry,Machine Learning,Spanish,History,0,0
1816,Machine Learning,Social Science,French,Chemistry,Political Science,Optimization,0,0
1817,Political Science,Aero Engineering,Machine Learning,Physics,Algebra,English,0,0
1818,Aero Engineering,Astro Engineering,Biology,Business,English,Chinese,0,0
1819,Physics,Biology,Optimization,Chinese,Machine Learning,Business,0,0
1820,Astro Engineering,Physics,Political Science,French,Chorus1,Chorus2,0,1
1821,Biology,Aero Engineering,Physics,Astro Engineering,Chinese,English,1,0
1822,Algebra,Physics,English,French,Social Science,Chinese,0,0
1823,Algebra,Political Science,Optimization,Physics,Chemistry,Chinese,1,0
1824,Chemistry,Astro Engineering,Political Science,Aero Engineering,Chinese,Biology,0,0
1825,Machine Learning,French,Aero Engineering,Spanish,English,Chinese,0,0
1826,Social Science,Optimization,English,Physics,Chemistry,Machine Learning,0,0
1827,Business,Aero Engineering,Political Science,Physics,Chemistry,Optimization,0,0
1828,Social Science,Machine Learning,English,Physics,French,Business,0,0
1829,English,Biology,History,Machine Learning,Social Science,Chemistry,0,0
1830,Astro Engineering,Optimization,Physics,Biology,Chorus1,Chorus2,0,1
1831,Business,French,Social Science,Chinese,Algebra,Biology,1,0
1832,Algebra,Spanish,Machine Learning,Chemistry,Chorus1,Chorus2,0,1
1833,Spanish,History,Physics,French,Machine Learning,Aero Engineering,1,0
1834,Business,Aero Engineering,English,Chinese,Chemistry,Machine Learning,0,0
1835,Biology,Political Science,Optimization,Physics,Chemistry,History,0,0
1836,Physics,Political Science,French,Algebra,Biology,Business,0,0
1837,Machine Learning,History,Political Science,Aero Engineering,Chinese,English,1,0
1838,Political Science,Physics,Biology,Optimization,Algebra,History,0,0
1839,Astro Engineering,Chemistry,Physics,Spanish,History,Social Science,0,0
1840,Algebra,Political Science,History,Physics,Chinese,English,0,0
1841,Spanish,Political Science,Machine Learning,History,Biology,French,0,0
1842,Aero Engineering,Business,History,Social Science,Algebra,Spanish,1,0
1843,Spanish,Chinese,Chemistry,Optimization,Political Science,French,0,0
1844,Spanish,Chemistry,Machine Learning,Business,Algebra,Biology,0,0
1845,Political Science,Optimization,Chinese,Algebra,Chorus1,Chorus2,0,1
1846,Social Science,Physics,Optimization,Political Science,Chinese,English,0,0
1847,Biology,History,Physics,Chinese,Business,Optimization,0,0
1848,Optimization,Social Science,History,Business,French,Spanish,0,0
1849,Biology,Astro Engineering,Optimization,Business,History,Algebra,0,0
1850,Algebra,Chemistry,Spanish,Physics,Chorus1,Chorus2,0,1
1851,Social Science,Chemistry,Optimization,Machine Learning,Biology,English,0,0
1852,Physics,Algebra,Chinese,Machine Learning,Biology,Astro Engineering,1,0
1853,Physics,French,Spanish,Social Science,Chorus1,Chorus2,0,1
1854,Astro Engineering,French,Machine Learning,Spanish,Physics,Chemistry,0,0
1855,English,Social Science,Political Science,Chemistry,Spanish,Biology,0,0
1856,Spanish,Chinese,Physics,Business,Aero Engineering,History,0,0
1857,Business,French,History,Chinese,Machine Learning,Astro Engineering,1,0
1858,Chemistry,English,French,Chinese,Algebra,Astro Engineering,0,0
1859,French,Chemistry,Machine Learning,Physics,Astro Engineering,Business,0,0
1860,Astro Engineering,French,Spanish,Algebra,Political Science,Biology,0,0
1861,Chemistry,Astro Engineering,Social Science,English,Biology,Machine Learning,0,0
1862,Algebra,Aero Engineering,Machine Learning,Social Science,History,French,1,0
1863,Machine Learning,Chinese,Optimization,Business,History,Algebra,0,0
1864,Spanish,Chemistry,Optimization,Business,Machine Learning,Social Science,1,0
1865,Physics,History,Political Science,Machine Learning,Business,Aero Engineering,1,0
1866,Aero Engineering,Chemistry,Business,Chinese,Spanish,Social Science,0,0
1867,Optimization,French,English,Algebra,Aero Engineering,Physics,1,0
1868,Chinese,English,Business,Astro Engineering,Social Science,French,1,0
1869,Spanish,Physics,Biology,Algebra,Chemistry,Business,0,0
1870,Optimization,Business,Machine Learning,Social Science,Chorus1,Chorus2,0,1
1871,Physics,French,History,Spanish,Political Science,Algebra,0,0
1872,Algebra,Machine Learning,English,Political Science,Spanish,Social Science,1,0
1873,Physics,Optimization,Business,English,Biology,Chemistry,0,0
1874,Machine Learning,Physics,Political Science,Spanish,History,English,0,0
1875,Optimization,French,Astro Engineering,Social Science,History,Political Science,1,0
1876,French,English,Spanish,Astro Engineering,Chemistry,Machine Learning,0,0
1877,Astro Engineering,Spanish,French,Chinese,History,Optimization,0,0
1878,Chinese,Spanish,Social Science,English,Chorus1,Chorus2,0,1
1879,Aero Engineering,History,Algebra,Physics,Chinese,Optimization,1,0
1880,Political Science,Chinese,Machine Learning,Physics,Chorus1,Chorus2,0,1
1881,Astro Engineering,Algebra,Physics,Optimization,History,Business,0,0
1882,Spanish,Chemistry,Political Science,Astro Engineering,Biology,Business,0,0
1883,History,Spanish,Social Science,Chemistry,French,Astro Engineering,0,0
1884,Business,Biology,French,Physics,Political Science,Astro Engineering,0,0
1885,Social Science,Political Science,Optimization,Business,Chorus1,Chorus2,0,1
1886,Aero Engineering,Astro Engineering,Physics,English,Chorus1,Chorus2,0,1
1887,Astro Engineering,Optimization,Chinese,Business,Chorus1,Chorus2,0,1
1888,Algebra,Aero Engineering,Social Science,Business,Spanish,Optimization,0,0
1889,Machine Learning,Political Science,Physics,History,Business,English,0,0
1890,Social Science,Astro Engineering,Optimization,Chemistry,History,Political Science,0,0
1891,Algebra,History,Biology,Chinese,Chorus1,Chorus2,0,1
1892,Spanish,Machine Learning,Algebra,Astro Engineering,Chemistry,Optimization,0,0
1893,Business,Astro Engineering,English,Biology,Chinese,History,1,0
1894,Biology,History,Astro Engineering,Aero Engineering,Physics,Chemistry,0,0
1895,History,Aero Engineering,Physics,Optimization,Political Science,Algebra,1,0
1896,Astro Engineering,Machine Learning,Optimization,Aero Engineering,English,Political Science,0,0
1897,English,Chinese,Social Science,Chemistry,Machine Learning,Aero Engineering,1,0
1898,Machine Learning,Business,Spanish,Chemistry,Algebra,English,0,0
1899,French,Astro Engineering,Machine Learning,Algebra,Chorus1,Chorus2,0,1
1900,Astro Engineering,Machine Learning,Algebra,Chinese,Spanish,Aero Engineering,0,0
1901,Aero Engineering,French,Algebra,Biology,Chemistry,Business,0,0
1902,English,French,Spanish,Aero Engineering,Chorus1,Chorus2,0,1
1903,Aero Engineering,French,History,Physics,Chorus1,Chorus2,0,1
1904,History,Algebra,Astro Engineering,Social Science,French,Biology,0,0
1905,Astro Engineering,Biology,French,Optimization,Machine Learning,Spanish,1,0
1906,Machine Learning,English,French,Aero Engineering,Astro Engineering,Biology,0,0
1907,Chinese,Political Science,Machine Learning,History,French,Business,1,0
1908,Astro Engineering,Social Science,Biology,Chemistry,French,History,0,0
1909,Machine Learning,Aero Engineering,Algebra,History,English,Chemistry,0,0
1910,History,Business,Aero Engineering,Chemistry,Astro Engineering,Optimization,0,0
1911,Biology,Business,English,Astro Engineering,Physics,Machine Learning,0,0
1912,Astro Engineering,Aero Engineering,Chinese,Chemistry,Biology,French,0,0
1913,Astro Engineering,Chemistry,Algebra,Chinese,Optimization,Machine Learning,0,0
1914,History,Spanish,Political Science,Social Science,Algebra,Biology,0,0
1915,Spanish,Business,Chinese,Biology,Physics,French,0,0
1916,Machine Learning,Chemistry,Political Science,Biology,Algebra,History,0,0
1917,History,Spanish,Chinese,Optimization,Biology,Chemistry,0,0
1918,Chemistry,Business,Machine Learning,French,Aero Engineering,History,1,0
1919,History,Algebra,French,Political Science,Chinese,Business,1,0
1920,Social Science,Biology,Optimization,Aero Engineering,Chemistry,Spanish,1,0
1921,History,Optimization,Chemistry,Biology,Chorus1,Chorus2,0,1
1922,Spanish,English,Social Science,Aero Engineering,Business,Chinese,0,0
1923,Business,Optimization,Physics,Algebra,Social Science,Biology,0,0
1924,Biology,Physics,Chinese,Spanish,Aero Engineering,Optimization,0,0
1925,Optimization,Algebra,Machine Learning,Business,Chorus1,Chorus2,0,1
1926,Chemistry,Astro Engineering,Political Science,History,Biology,Social Science,1,0
1927,Social Science,Physics,Political Science,Machine Learning,Chorus1,Chorus2,0,1
1928,English,Machine Learning,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
1929,Optimization,History,Chinese,Machine Learning,Aero Engineering,Algebra,0,0
1930,Biology,History,Political Science,Machine Learning,Astro Engineering,Algebra,0,0
1931,Optimization,Machine Learning,French,Aero Engineering,Biology,Chinese,0,0
1932,Astro Engineering,French,Political Science,Chinese,Chemistry,Physics,0,0
1933,Business,Biology,Chinese,English,Chorus1,Chorus2,0,1
1934,Algebra,Physics,Aero Engineering,Astro Engineering,English,History,0,0
1935,Spanish,Machine Learning,Optimization,French,Physics,Chemistry,0,0
1936,French,Business,Algebra,Machine Learning,Chinese,Spanish,0,0
1937,Physics,Machine Learning,Optimization,Chinese,History,Aero Engineering,1,0
1938,English,Aero Engineering,Political Science,French,Biology,Chinese,0,0
1939,Machine Learning,Aero Engineering,French,Optimization,Physics,Algebra,0,0
1940,Chinese,French,Chemistry,Spanish,Biology,Machine Learning,0,0
1941,Social Science,French,Astro Engineering,Chinese,English,Biology,0,0
1942,Biology,English,French,Optimization,Chinese,Social Science,0,0
1943,Optimization,English,Political Science,Chinese,Physics,Spanish,1,0
1944,Aero Engineering,Spanish,Biology,Machine Learning,Chemistry,French,0,0
1945,French,Spanish,Social Science,English,Aero Engineering,Chemistry,0,0
1946,Biology,Physics,Optimization,Machine Learning,Chinese,French,1,0
1947,Social Science,Chinese,Astro Engineering,Aero Engineering,Optimization,History,0,0
1948,Spanish,Biology,Business,History,Political Science,Social Science,0,0
1949,Political Science,Optimization,Spanish,Machine Learning,Chemistry,Aero Engineering,0,0
1950,Algebra,Machine Learning,Optimization,Social Science,French,Biology,1,0
1951,Chinese,Algebra,Political Science,Chemistry,English,Spanish,1,0
1952,Optimization,Chemistry,Spanish,Biology,Machine Learning,History,1,0
1953,Machine Learning,Chemistry,Business,History,Social Science,Physics,1,0
1954,Algebra,Machine Learning,Political Science,French,Aero Engineering,Chemistry,0,0
1955,Chinese,English,Astro Engineering,Algebra,Biology,Optimization,1,0
1956,Machine Learning,Political Science,Algebra,Optimization,Business,English,1,0
1957,Social Science,Chemistry,French,Aero Engineering,Physics,Machine Learning,0,0
1958,Chinese,Spanish,Chemistry,Biology,Machine Learning,Physics,0,0
1959,French,Chinese,Machine Learning,Astro Engineering,English,Physics,0,0
1960,Business,Chemistry,English,Algebra,Chinese,French,0,0
1961,Aero Engineering,Spanish,Business,Chemistry,History,Biology,0,0
