,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
2149,Spanish,Chinese,Algebra,French,Optimization,Biology,0,0
2150,Political Science,Chemistry,Spanish,Astro Engineering,French,History,1,0
2151,Machine Learning,Algebra,Biology,Aero Engineering,Chorus1,Chorus2,0,1
2152,Business,Political Science,Spanish,Aero Engineering,Optimization,Chemistry,0,0
2153,Aero Engineering,English,Business,Algebra,Astro Engineering,Machine Learning,1,0
2154,Biology,Physics,Chinese,English,Aero Engineering,Chemistry,0,0
2155,Spanish,English,History,Business,Chorus1,Chorus2,0,1
2156,Chemistry,Social Science,Physics,Aero Engineering,History,Chinese,1,0
2157,Spanish,Aero Engineering,Biology,Political Science,Chemistry,Algebra,0,0
2158,Optimization,Biology,Spanish,Physics,Chorus1,Chorus2,0,1
2159,Chinese,Algebra,Spanish,History,Business,French,0,0
2160,Physics,Biology,English,Optimization,Spanish,History,1,0
2161,Chinese,Aero Engineering,Spanish,Machine Learning,Chorus1,Chorus2,0,1
2162,Aero Engineering,Chemistry,Business,Astro Engineering,Chorus1,Chorus2,0,1
2163,Aero Engineering,Optimization,Algebra,French,English,Biology,1,0
2164,History,Business,Spanish,Chemistry,Physics,Biology,0,0
2165,Chemistry,Social Science,Optimization,English,History,Algebra,1,0
2166,English,Biology,Political Science,Spanish,Algebra,Business,0,0
2167,Physics,Social Science,Chinese,English,Business,Political Science,0,0
2168,French,Spanish,Chinese,Chemistry,English,Aero Engineering,0,0
2169,Chemistry,Aero Engineering,English,History,Spanish,Biology,0,0
2170,Physics,Machine Learning,Social Science,Optimization,Political Science,Business,0,0
2171,Chemistry,Astro Engineering,History,Biology,Social Science,Optimization,0,0
2172,Machine Learning,Business,Astro Engineering,Biology,Social Science,French,0,0
2173,Spanish,Physics,Business,History,French,Algebra,0,0
2174,History,French,Algebra,Optimization,Astro Engineering,Chemistry,0,0
2175,Algebra,Astro Engineering,Social Science,Chinese,Physics,Aero Engineering,0,0
2176,Spanish,Chemistry,Algebra,Machine Learning,Chorus1,Chorus2,0,1
2177,Social Science,History,Business,Chinese,English,Physics,0,0
2178,Business,Social Science,Chinese,Algebra,Chorus1,Chorus2,0,1
2179,Machine Learning,French,Algebra,History,Chinese,Biology,1,0
2180,Chemistry,Political Science,Social Science,Aero Engineering,Chorus1,Chorus2,0,1
2181,French,Biology,Spanish,Chinese,Machine Learning,English,0,0
2182,Social Science,Machine Learning,Optimization,Chemistry,Physics,Algebra,0,0
2183,Spanish,French,Astro Engineering,Political Science,Social Science,Machine Learning,0,0
2184,Political Science,Chinese,Business,Physics,Biology,Optimization,0,0
2185,Spanish,Algebra,English,Business,Social Science,Physics,0,0
2186,Aero Engineering,Algebra,Machine Learning,Chemistry,Physics,Biology,0,0
2187,Chemistry,Optimization,Political Science,English,Biology,Aero Engineering,0,0
2188,Chemistry,Algebra,Astro Engineering,English,Machine Learning,Political Science,0,0
2189,Optimization,English,French,History,Chorus1,Chorus2,0,1
2190,Physics,Machine Learning,Spanish,Chinese,Chorus1,Chorus2,0,1
2191,Chinese,Business,French,Biology,Machine Learning,English,0,0
2192,French,Physics,Astro Engineering,Biology,Chorus1,Chorus2,0,1
2193,History,Social Science,Chemistry,Algebra,Physics,Spanish,0,0
2194,Political Science,Algebra,Machine Learning,Physics,Chinese,Social Science,0,0
2195,Machine Learning,Social Science,Astro Engineering,Physics,Biology,Spanish,1,0
2196,History,Physics,Astro Engineering,Machine Learning,Chorus1,Chorus2,0,1
2197,Chemistry,Physics,Business,Aero Engineering,Chorus1,Chorus2,0,1
2198,Spanish,English,Business,French,Aero Engineering,Chinese,0,0
2199,Astro Engineering,English,Aero Engineering,Biology,Chorus1,Chorus2,0,1
2200,Physics,Political Science,Machine Learning,English,Chorus1,Chorus2,0,1
2201,Optimization,History,Machine Learning,Chinese,Chorus1,Chorus2,0,1
2202,Social Science,Machine Learning,Astro Engineering,Business,Chorus1,Chorus2,0,1
2203,Aero Engineering,English,Physics,Machine Learning,Chorus1,Chorus2,0,1
2204,English,Machine Learning,Business,Chinese,History,Physics,0,0
2205,Machine Learning,History,Spanish,French,Chorus1,Chorus2,0,1
2206,Optimization,English,Machine Learning,Chinese,Chorus1,Chorus2,0,1
2207,Chinese,Machine Learning,English,Astro Engineering,Algebra,Biology,0,0
2208,Aero Engineering,Business,Algebra,Chinese,Biology,French,0,0
2209,Physics,English,Chemistry,Political Science,French,Biology,0,0
2210,Chinese,Aero Engineering,Spanish,Business,English,Physics,1,0
2211,Biology,French,Chinese,Algebra,Social Science,Business,0,0
2212,French,Spanish,Chinese,History,English,Optimization,0,0
2213,English,Biology,Physics,Chinese,Spanish,Algebra,1,0
2214,Social Science,French,Physics,Chemistry,Optimization,Astro Engineering,1,0
2215,Chinese,Spanish,Optimization,History,Aero Engineering,French,1,0
2216,English,Chemistry,Machine Learning,History,Chinese,Aero Engineering,0,0
2217,Political Science,History,Aero Engineering,Biology,French,Astro Engineering,1,0
2218,Social Science,Political Science,English,Business,Physics,Optimization,0,0
2219,Optimization,Machine Learning,French,Chemistry,Political Science,English,0,0
2220,Algebra,French,Aero Engineering,Chinese,Spanish,Machine Learning,1,0
2221,Biology,English,Chinese,Business,Machine Learning,Chemistry,0,0
2222,Social Science,English,Spanish,History,Chemistry,Aero Engineering,0,0
2223,Political Science,Algebra,Social Science,French,Physics,Chinese,1,0
2224,Biology,Algebra,Machine Learning,Business,Social Science,French,0,0
2225,Biology,Social Science,Business,Chinese,Chemistry,Political Science,1,0
2226,Spanish,Algebra,Optimization,Political Science,Business,Chemistry,0,0
2227,English,Biology,Chemistry,Chinese,Physics,Algebra,0,0
2228,Social Science,French,Biology,English,Physics,Business,0,0
2229,History,Social Science,Machine Learning,Chemistry,Chorus1,Chorus2,0,1
2230,Business,Machine Learning,Algebra,Optimization,Biology,Social Science,0,0
2231,Chinese,Social Science,History,Business,English,Political Science,0,0
2232,Chemistry,Machine Learning,Aero Engineering,History,Chorus1,Chorus2,0,1
2233,Physics,Aero Engineering,Spanish,Astro Engineering,Algebra,History,1,0
2234,Biology,Aero Engineering,Chinese,Astro Engineering,Chemistry,Political Science,0,0
2235,Algebra,Astro Engineering,Spanish,Business,Political Science,Chemistry,0,0
2236,French,Political Science,English,Aero Engineering,Biology,Business,0,0
2237,Astro Engineering,Social Science,Business,Optimization,Chorus1,Chorus2,0,1
2238,Biology,Machine Learning,Spanish,English,History,Social Science,0,0
2239,Optimization,English,Biology,Physics,Chinese,Political Science,1,0
2240,Business,Machine Learning,Chinese,Chemistry,History,Spanish,1,0
2241,Astro Engineering,Aero Engineering,Business,Physics,Chorus1,Chorus2,0,1
2242,Chemistry,Physics,Optimization,Political Science,Astro Engineering,Algebra,1,0
2243,Business,Social Science,Biology,Political Science,Chorus1,Chorus2,0,1
2244,Biology,History,Physics,French,Chorus1,Chorus2,0,1
2245,History,Algebra,Political Science,Biology,Astro Engineering,Physics,0,0
2246,Physics,Chinese,Optimization,History,Astro Engineering,Social Science,1,0
2247,Optimization,Spanish,Social Science,Astro Engineering,Business,English,0,0
2248,Chinese,Spanish,Machine Learning,English,Astro Engineering,Chemistry,1,0
2249,Algebra,History,Chinese,Machine Learning,Biology,Political Science,1,0
2250,Astro Engineering,English,Chinese,History,Chorus1,Chorus2,0,1
2251,English,Political Science,Chinese,Optimization,Machine Learning,Astro Engineering,0,0
2252,Physics,Optimization,Astro Engineering,Aero Engineering,Spanish,Social Science,0,0
2253,Physics,Social Science,Political Science,Chinese,English,Aero Engineering,1,0
2254,Social Science,Astro Engineering,Business,Physics,French,Aero Engineering,0,0
2255,Astro Engineering,Aero Engineering,Social Science,Chemistry,English,Chinese,1,0
2256,Social Science,French,English,Astro Engineering,Chinese,Spanish,1,0
2257,Optimization,Social Science,Business,Machine Learning,Astro Engineering,Physics,0,0
2258,Social Science,Astro Engineering,Chemistry,Political Science,Machine Learning,Biology,1,0
2259,Algebra,Political Science,History,Optimization,English,Social Science,0,0
2260,Physics,History,Astro Engineering,Social Science,Chorus1,Chorus2,0,1
2261,Physics,Machine Learning,Biology,Chinese,History,Algebra,1,0
2262,Political Science,Astro Engineering,Optimization,Business,Aero Engineering,History,0,0
2263,Optimization,Chinese,Machine Learning,History,Chorus1,Chorus2,0,1
2264,French,Spanish,Political Science,Biology,Chemistry,Social Science,0,0
2265,Chinese,Algebra,Social Science,Physics,Political Science,Aero Engineering,0,0
2266,French,Optimization,Machine Learning,Chinese,History,Business,1,0
2267,Astro Engineering,Chemistry,Algebra,French,Political Science,Social Science,0,0
2268,Spanish,Physics,French,English,Algebra,Chinese,0,0
2269,Chinese,English,Optimization,Physics,Chorus1,Chorus2,0,1
2270,Chinese,Biology,Aero Engineering,Political Science,English,Algebra,0,0
2271,History,French,Spanish,Physics,Chorus1,Chorus2,0,1
2272,Spanish,Physics,Algebra,Chinese,Aero Engineering,Political Science,1,0
2273,Aero Engineering,Biology,Astro Engineering,Chinese,Business,Physics,1,0
2274,Business,French,Aero Engineering,Social Science,Optimization,Chinese,0,0
2275,Astro Engineering,Social Science,Spanish,History,French,Biology,1,0
2276,Chemistry,Astro Engineering,Machine Learning,History,Chinese,Algebra,0,0
2277,Machine Learning,Chinese,Spanish,Business,Social Science,Biology,0,0
2278,Algebra,Spanish,Optimization,Political Science,Chorus1,Chorus2,0,1
2279,Aero Engineering,Machine Learning,Physics,Chinese,Chorus1,Chorus2,0,1
2280,Biology,Chemistry,History,Physics,Business,Algebra,0,0
2281,Chinese,Physics,English,Political Science,Business,Biology,0,0
2282,English,Chinese,History,French,Optimization,Physics,0,0
2283,Algebra,Business,Optimization,French,Astro Engineering,Political Science,1,0
2284,Optimization,Aero Engineering,Astro Engineering,Business,Social Science,English,0,0
2285,Machine Learning,Political Science,History,Aero Engineering,French,English,0,0
2286,Political Science,Physics,Biology,English,Chorus1,Chorus2,0,1
2287,Physics,Optimization,Spanish,Machine Learning,Aero Engineering,English,1,0
2288,Astro Engineering,Optimization,French,English,Biology,Physics,1,0
2289,Political Science,Social Science,Spanish,Biology,English,Business,0,0
2290,Chinese,English,Chemistry,Social Science,Business,Astro Engineering,0,0
2291,French,Machine Learning,History,Chinese,Optimization,Social Science,0,0
2292,Algebra,Business,Chemistry,Spanish,Chorus1,Chorus2,0,1
2293,Physics,Business,History,Chemistry,Chorus1,Chorus2,0,1
2294,Chemistry,Social Science,Astro Engineering,Political Science,French,Physics,0,0
2295,English,Physics,Machine Learning,Algebra,Chemistry,Aero Engineering,1,0
2296,Chinese,Aero Engineering,French,Machine Learning,Spanish,Optimization,0,0
2297,Chemistry,Machine Learning,Physics,Aero Engineering,Business,Astro Engineering,0,0
2298,Spanish,Chemistry,Aero Engineering,Machine Learning,Business,Physics,0,0
2299,Business,Spanish,Chinese,English,Aero Engineering,Political Science,0,0
2300,Physics,Political Science,Business,Spanish,Algebra,History,0,0
2301,Optimization,French,Aero Engineering,Chemistry,Biology,History,0,0
2302,Optimization,Social Science,Astro Engineering,Spanish,Chorus1,Chorus2,0,1
2303,Biology,Algebra,History,Machine Learning,Chemistry,French,1,0
2304,Machine Learning,Astro Engineering,Political Science,Spanish,Aero Engineering,Optimization,0,0
2305,Political Science,Chinese,English,Physics,Machine Learning,Business,1,0
2306,Biology,Optimization,English,French,Chorus1,Chorus2,0,1
2307,Physics,Biology,History,English,Chemistry,French,0,0
2308,English,Business,History,Chinese,Algebra,Biology,1,0
2309,Spanish,Political Science,Physics,Astro Engineering,Aero Engineering,History,0,0
2310,Optimization,French,Political Science,History,Spanish,Astro Engineering,0,0
2311,French,Social Science,Astro Engineering,English,Chorus1,Chorus2,0,1
2312,Social Science,History,Spanish,Political Science,English,Chinese,0,0
2313,Machine Learning,Chinese,Political Science,Biology,Aero Engineering,Algebra,0,0
2314,Astro Engineering,French,Physics,History,Spanish,Aero Engineering,0,0
2315,Astro Engineering,Aero Engineering,English,History,French,Biology,0,0
2316,Algebra,Political Science,Spanish,History,Physics,Social Science,1,0
2317,Machine Learning,Aero Engineering,Chinese,Physics,Chorus1,Chorus2,0,1
2318,Political Science,Aero Engineering,Chinese,Machine Learning,Chorus1,Chorus2,0,1
2319,French,Social Science,Business,Political Science,Chemistry,Biology,0,0
2320,Social Science,Political Science,English,Chemistry,Biology,Chinese,0,0
2321,Chinese,French,History,Business,Chemistry,Machine Learning,0,0
2322,Aero Engineering,Chinese,Machine Learning,Physics,English,Biology,1,0
2323,History,Biology,Social Science,Chinese,Astro Engineering,French,1,0
2324,Aero Engineering,Political Science,English,Physics,Machine Learning,Biology,0,0
2325,Biology,Machine Learning,Optimization,Chinese,Algebra,Physics,0,0
2326,Astro Engineering,History,Chemistry,Spanish,Chorus1,Chorus2,0,1
2327,French,Aero Engineering,History,English,Optimization,Physics,0,0
2328,Machine Learning,French,Social Science,Chinese,Spanish,Astro Engineering,1,0
2329,Aero Engineering,Chinese,French,History,Spanish,Biology,0,0
2330,Machine Learning,English,Chemistry,Aero Engineering,Political Science,Chinese,1,0
2331,Aero Engineering,Biology,Spanish,Machine Learning,History,Astro Engineering,1,0
2332,Algebra,Optimization,Biology,Machine Learning,English,Political Science,0,0
2333,Machine Learning,Chemistry,Spanish,History,Chorus1,Chorus2,0,1
2334,Biology,Chemistry,Spanish,Chinese,English,Astro Engineering,0,0
2335,Spanish,Optimization,Chemistry,English,Machine Learning,Social Science,1,0
2336,Machine Learning,Business,Social Science,Aero Engineering,Spanish,Biology,1,0
2337,Biology,Political Science,Business,Spanish,Machine Learning,Chemistry,1,0
2338,Algebra,Social Science,Astro Engineering,Spanish,French,Business,0,0
2339,Spanish,Political Science,English,Optimization,Astro Engineering,Chinese,1,0
2340,French,Algebra,Spanish,Physics,Social Science,Machine Learning,0,0
2341,Spanish,Political Science,History,Social Science,Astro Engineering,French,1,0
2342,Aero Engineering,Chemistry,English,Biology,Chorus1,Chorus2,0,1
2343,English,Machine Learning,Political Science,Business,Biology,Physics,0,0
2344,Chinese,Optimization,Chemistry,Spanish,Algebra,Social Science,0,0
2345,Algebra,Spanish,Social Science,Chemistry,Chorus1,Chorus2,0,1
2346,Chinese,English,Optimization,Spanish,Astro Engineering,History,1,0
2347,Social Science,Chinese,Spanish,Physics,Optimization,Machine Learning,1,0
2348,History,French,Algebra,Political Science,Social Science,Chinese,1,0
2349,Chemistry,Social Science,Physics,History,Chorus1,Chorus2,0,1
2350,Aero Engineering,History,Optimization,Physics,Chorus1,Chorus2,0,1
2351,Algebra,Machine Learning,Aero Engineering,Political Science,Chorus1,Chorus2,0,1
2352,Political Science,Social Science,Spanish,Algebra,Physics,Astro Engineering,0,0
2353,Political Science,Optimization,Algebra,Social Science,Chorus1,Chorus2,0,1
2354,Social Science,History,Optimization,Astro Engineering,Chinese,Aero Engineering,1,0
2355,Chemistry,Algebra,Business,Biology,Chorus1,Chorus2,0,1
2356,Physics,Algebra,Spanish,Machine Learning,Chorus1,Chorus2,0,1
2357,Chemistry,French,Machine Learning,Biology,Social Science,Chinese,0,0
2358,Machine Learning,Aero Engineering,French,Astro Engineering,Business,English,1,0
2359,Astro Engineering,Aero Engineering,Physics,Political Science,Chorus1,Chorus2,0,1
2360,Biology,Chemistry,Spanish,French,Chorus1,Chorus2,0,1
2361,English,Spanish,Astro Engineering,Social Science,Chemistry,Physics,1,0
2362,Algebra,Biology,French,Chinese,Political Science,Machine Learning,0,0
2363,Chinese,Astro Engineering,Business,Aero Engineering,Biology,Algebra,1,0
2364,History,Chemistry,Business,Chinese,Optimization,Physics,0,0
2365,Biology,Astro Engineering,Chinese,Political Science,Machine Learning,Aero Engineering,1,0
2366,Chinese,Social Science,Astro Engineering,Physics,Chorus1,Chorus2,0,1
2367,Chemistry,Spanish,Aero Engineering,Political Science,Chorus1,Chorus2,0,1
2368,Chinese,English,Algebra,Political Science,Aero Engineering,Social Science,0,0
2369,French,History,Chinese,Chemistry,Social Science,Business,0,0
2370,Algebra,French,English,Aero Engineering,Chorus1,Chorus2,0,1
2371,History,Algebra,Chinese,Chemistry,Astro Engineering,Optimization,0,0
2372,Social Science,Aero Engineering,Business,Political Science,Spanish,Algebra,1,0
2373,Chemistry,Algebra,Spanish,French,Biology,Physics,0,0
2374,Algebra,Political Science,Astro Engineering,Aero Engineering,Chorus1,Chorus2,0,1
2375,Chemistry,Spanish,Optimization,English,Business,Biology,0,0
2376,French,Chemistry,Social Science,Spanish,Machine Learning,Algebra,0,0
2377,French,Spanish,Chinese,Social Science,Chemistry,Physics,0,0
2378,Political Science,Chemistry,History,Business,Spanish,Chinese,1,0
2379,Business,Astro Engineering,Biology,Optimization,Social Science,Machine Learning,1,0
2380,Political Science,Social Science,Machine Learning,Algebra,Chorus1,Chorus2,0,1
2381,English,History,Social Science,Astro Engineering,Spanish,Chinese,1,0
2382,Biology,Political Science,Optimization,English,History,Business,0,0
2383,Chemistry,Aero Engineering,Political Science,Astro Engineering,Biology,Physics,0,0
2384,Physics,Aero Engineering,Chemistry,Machine Learning,Business,History,1,0
2385,History,Political Science,Chinese,Astro Engineering,Chemistry,English,0,0
2386,Physics,Optimization,Astro Engineering,Social Science,Political Science,French,1,0
2387,Political Science,Aero Engineering,Business,Algebra,Chorus1,Chorus2,0,1
2388,Aero Engineering,Physics,Machine Learning,Chemistry,Chorus1,Chorus2,0,1
2389,Biology,Algebra,Machine Learning,Chinese,Astro Engineering,Physics,1,0
2390,History,Machine Learning,Political Science,Algebra,Optimization,Chinese,0,0
2391,History,Spanish,French,Algebra,Chemistry,Chinese,0,0
2392,Machine Learning,English,History,Biology,Chemistry,Social Science,0,0
2393,Business,Chemistry,Chinese,Social Science,Algebra,History,0,0
2394,Physics,Political Science,Chemistry,Chinese,History,Machine Learning,0,0
2395,Optimization,Physics,Chinese,Astro Engineering,Chorus1,Chorus2,0,1
2396,Optimization,Spanish,Chemistry,Chinese,History,Astro Engineering,1,0
2397,Business,Spanish,Physics,Biology,Machine Learning,Aero Engineering,0,0
2398,Algebra,History,Physics,Machine Learning,Business,Chemistry,0,0
2399,Chinese,Astro Engineering,French,Political Science,Chemistry,Optimization,0,0
2400,Chinese,Algebra,Social Science,Business,French,English,0,0
2401,Algebra,Astro Engineering,Business,Chemistry,Chorus1,Chorus2,0,1
2402,Biology,Optimization,Aero Engineering,Chemistry,Physics,English,1,0
2403,Social Science,History,Aero Engineering,Algebra,Political Science,English,0,0
2404,Astro Engineering,Aero Engineering,Biology,Optimization,Chorus1,Chorus2,0,1
2405,Optimization,Algebra,Chinese,Biology,Chemistry,Physics,0,0
2406,Physics,Aero Engineering,Business,Astro Engineering,Social Science,Chinese,1,0
2407,Optimization,History,Algebra,Chemistry,Chorus1,Chorus2,0,1
2408,Physics,Chemistry,Business,Aero Engineering,Chorus1,Chorus2,0,1
2409,Business,Machine Learning,Spanish,French,Chemistry,English,0,0
2410,Spanish,Chinese,French,Biology,Political Science,History,0,0
2411,French,Machine Learning,English,Aero Engineering,Political Science,Business,1,0
2412,Biology,Astro Engineering,Physics,Chemistry,English,Social Science,0,0
2413,History,Political Science,Social Science,Physics,Astro Engineering,English,0,0
2414,Algebra,History,French,English,Biology,Chinese,0,0
2415,Chinese,Spanish,Machine Learning,Optimization,Political Science,Social Science,0,0
2416,French,Chinese,Political Science,Physics,Social Science,Aero Engineering,0,0
2417,Aero Engineering,Spanish,History,English,Astro Engineering,Political Science,0,0
2418,Chemistry,Machine Learning,Political Science,Social Science,Spanish,History,0,0
2419,Political Science,French,Chinese,Chemistry,English,Spanish,0,0
2420,Astro Engineering,Algebra,Machine Learning,Spanish,Political Science,Aero Engineering,1,0
2421,French,Machine Learning,Astro Engineering,Social Science,Chemistry,Biology,0,0
2422,Astro Engineering,Optimization,Chemistry,Aero Engineering,Chorus1,Chorus2,0,1
2423,English,French,Machine Learning,Social Science,Aero Engineering,Business,0,0
2424,Aero Engineering,Algebra,Political Science,French,Chorus1,Chorus2,0,1
2425,Algebra,Machine Learning,Physics,Aero Engineering,Optimization,Social Science,0,0
2426,English,Astro Engineering,Physics,Social Science,Aero Engineering,Chinese,0,0
2427,Astro Engineering,French,Optimization,Political Science,Chorus1,Chorus2,0,1
2428,French,Business,Aero Engineering,Physics,Spanish,Chemistry,1,0
2429,Business,History,Optimization,Aero Engineering,French,Biology,0,0
2430,Physics,Aero Engineering,Astro Engineering,Biology,Chorus1,Chorus2,0,1
2431,Social Science,Machine Learning,Astro Engineering,Chemistry,English,Political Science,0,0
2432,Biology,Spanish,Social Science,Business,Chemistry,History,1,0
2433,English,History,Spanish,Social Science,Chinese,Political Science,0,0
2434,Chinese,Astro Engineering,French,Machine Learning,Chemistry,History,0,0
2435,Biology,Aero Engineering,Business,History,Chemistry,Social Science,0,0
2436,Business,Machine Learning,Optimization,Biology,Aero Engineering,Chemistry,0,0
2437,Algebra,Chemistry,Social Science,Political Science,Astro Engineering,Biology,0,0
2438,Biology,Spanish,Social Science,Astro Engineering,French,Machine Learning,1,0
2439,Chinese,Physics,Optimization,Spanish,Algebra,Business,1,0
2440,Political Science,Aero Engineering,Biology,History,Algebra,Business,0,0
2441,History,Chinese,French,Business,Chemistry,Algebra,1,0
2442,Chinese,Astro Engineering,Biology,Algebra,Social Science,Chemistry,1,0
2443,Social Science,Astro Engineering,Algebra,French,Chorus1,Chorus2,0,1
2444,Astro Engineering,Machine Learning,Chinese,Spanish,Chemistry,Physics,0,0
2445,English,Social Science,French,Chinese,Algebra,Aero Engineering,0,0
2446,Machine Learning,Biology,Spanish,Business,Chorus1,Chorus2,0,1
2447,Chinese,History,English,Chemistry,French,Optimization,0,0
2448,Machine Learning,Business,Spanish,History,Astro Engineering,Social Science,0,0
2449,Spanish,Chemistry,Machine Learning,Chinese,History,Biology,0,0
2450,Chemistry,History,Chinese,English,Physics,Business,0,0
2451,French,History,Aero Engineering,Social Science,Biology,Spanish,0,0
2452,Business,Biology,Optimization,English,Aero Engineering,Spanish,1,0
2453,Business,Machine Learning,Spanish,English,Chorus1,Chorus2,0,1
2454,Political Science,Optimization,Algebra,Aero Engineering,Social Science,Business,0,0
2455,Aero Engineering,Physics,Political Science,Chinese,Business,Biology,1,0
2456,Political Science,Algebra,Physics,Business,Chorus1,Chorus2,0,1
2457,English,Physics,Biology,Political Science,Algebra,French,0,0
2458,Business,Aero Engineering,Astro Engineering,French,Biology,History,1,0
2459,Chinese,French,English,History,Biology,Astro Engineering,1,0
2460,Spanish,Chemistry,Physics,Algebra,Chorus1,Chorus2,0,1
2461,History,Biology,Spanish,Machine Learning,Chemistry,Optimization,0,0
2462,Astro Engineering,English,Spanish,Physics,Chorus1,Chorus2,0,1
2463,Machine Learning,Aero Engineering,Optimization,Chinese,Spanish,French,0,0
2464,Spanish,History,Machine Learning,Optimization,Chorus1,Chorus2,0,1
2465,Chemistry,Algebra,Machine Learning,Political Science,Chorus1,Chorus2,0,1
2466,Political Science,Aero Engineering,History,Chemistry,Business,Spanish,0,0
2467,Biology,Social Science,Astro Engineering,Political Science,Algebra,Optimization,0,0
2468,Chemistry,Algebra,Physics,Business,Aero Engineering,Social Science,0,0
2469,Biology,Chemistry,Physics,Machine Learning,Chorus1,Chorus2,0,1
2470,Chemistry,Spanish,Social Science,Political Science,Machine Learning,English,0,0
2471,English,Machine Learning,Algebra,Spanish,Chorus1,Chorus2,0,1
2472,Business,Algebra,Optimization,Political Science,Physics,Aero Engineering,1,0
2473,Machine Learning,Algebra,Social Science,History,Chorus1,Chorus2,0,1
2474,Social Science,Machine Learning,Chinese,Business,Algebra,Optimization,0,0
2475,Business,Chinese,Political Science,Chemistry,Spanish,Social Science,1,0
2476,Algebra,History,Business,Spanish,Social Science,Biology,0,0
2477,Business,Optimization,Algebra,Physics,Aero Engineering,Chemistry,1,0
2478,Biology,Spanish,Aero Engineering,Algebra,Chinese,Astro Engineering,0,0
2479,English,Biology,French,Spanish,Social Science,Chemistry,1,0
2480,Chemistry,Algebra,Business,Chinese,Chorus1,Chorus2,0,1
2481,Chinese,Chemistry,Physics,Political Science,Optimization,History,0,0
2482,Political Science,English,Chemistry,Business,Optimization,Algebra,1,0
2483,Optimization,Aero Engineering,English,History,Spanish,Biology,0,0
2484,French,Social Science,History,Aero Engineering,Optimization,Chemistry,0,0
2485,Spanish,Astro Engineering,Chinese,Aero Engineering,Social Science,Physics,0,0
2486,Chinese,French,Business,Physics,Astro Engineering,Optimization,1,0
2487,History,Chemistry,Aero Engineering,Physics,Spanish,English,1,0
2488,Chemistry,French,Optimization,Political Science,Social Science,Aero Engineering,0,0
2489,Aero Engineering,Business,Chemistry,Machine Learning,Spanish,Physics,1,0
2490,Optimization,Chinese,Astro Engineering,Algebra,Chorus1,Chorus2,0,1
2491,Physics,Machine Learning,Social Science,Spanish,Chorus1,Chorus2,0,1
2492,Spanish,Physics,Political Science,Chinese,Chorus1,Chorus2,0,1
2493,Physics,Biology,History,Chinese,Political Science,Machine Learning,0,0
2494,Physics,Astro Engineering,Machine Learning,Business,Political Science,Social Science,0,0
2495,Aero Engineering,Business,Optimization,Algebra,Physics,Machine Learning,0,0
2496,Biology,Social Science,French,Chemistry,Spanish,English,1,0
2497,Physics,Astro Engineering,Chinese,Optimization,Political Science,Chemistry,1,0
2498,French,Business,History,Spanish,Physics,Biology,0,0
2499,Optimization,Machine Learning,History,Business,Chinese,Spanish,0,0
2500,Business,Optimization,Chemistry,Chinese,Chorus1,Chorus2,0,1
2501,Business,Chinese,Physics,History,Machine Learning,Social Science,0,0
2502,Business,History,Chinese,Aero Engineering,Social Science,Astro Engineering,0,0
2503,Political Science,Astro Engineering,Aero Engineering,Algebra,Machine Learning,Biology,0,0
2504,Spanish,Physics,Algebra,Biology,Astro Engineering,Machine Learning,0,0
2505,Business,Physics,Aero Engineering,French,Political Science,Chinese,0,0
2506,Biology,Chinese,Aero Engineering,Algebra,Business,Spanish,0,0
2507,Spanish,Chinese,Aero Engineering,Astro Engineering,Business,Optimization,0,0
2508,Machine Learning,English,Algebra,Business,Physics,Spanish,0,0
2509,Biology,Physics,Chinese,Chemistry,English,Machine Learning,0,0
2510,Chemistry,Political Science,Spanish,Biology,Physics,French,0,0
2511,Political Science,Spanish,Aero Engineering,Optimization,History,Chemistry,0,0
2512,French,Astro Engineering,Business,Chinese,Optimization,Physics,1,0
2513,History,Algebra,Political Science,Machine Learning,Social Science,Chinese,0,0
2514,Optimization,Aero Engineering,Biology,Political Science,History,French,1,0
2515,Machine Learning,Physics,Chemistry,Spanish,Aero Engineering,Political Science,0,0
2516,Machine Learning,Chemistry,Spanish,Biology,Chorus1,Chorus2,0,1
2517,Political Science,French,History,Physics,Spanish,Algebra,1,0
2518,Spanish,Business,Astro Engineering,Chinese,French,Social Science,0,0
2519,English,History,Chinese,Political Science,French,Optimization,1,0
2520,History,Algebra,English,Chemistry,Biology,Aero Engineering,0,0
2521,Astro Engineering,Biology,English,Business,Chemistry,Social Science,1,0
2522,History,Spanish,Business,Biology,Social Science,Optimization,0,0
2523,Aero Engineering,Astro Engineering,Chemistry,History,Business,Physics,0,0
2524,Chinese,Optimization,Spanish,English,Political Science,Chemistry,0,0
2525,French,Optimization,Spanish,Algebra,Astro Engineering,Aero Engineering,0,0
2526,Aero Engineering,Astro Engineering,French,Spanish,Chemistry,Optimization,1,0
2527,Biology,French,History,Aero Engineering,Chorus1,Chorus2,0,1
2528,Chinese,Physics,Social Science,History,Chemistry,Machine Learning,0,0
2529,Astro Engineering,Machine Learning,Chinese,History,Aero Engineering,French,0,0
2530,Political Science,Algebra,Chemistry,Biology,Optimization,Business,0,0
2531,Biology,History,Machine Learning,French,Chorus1,Chorus2,0,1
2532,Machine Learning,Aero Engineering,Chinese,Business,Physics,Biology,0,0
2533,Aero Engineering,Physics,Astro Engineering,History,Social Science,Algebra,1,0
