,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
2006,History,Chemistry,Political Science,Optimization,English,Astro Engineering,1,0
2007,Chemistry,English,Business,Physics,Chinese,Optimization,1,0
2008,Chemistry,Astro Engineering,Spanish,Business,Political Science,Physics,0,0
2009,Spanish,French,Astro Engineering,Political Science,Chorus1,Chorus2,0,1
2010,Spanish,Social Science,Optimization,Aero Engineering,Algebra,Chemistry,0,0
2011,Aero Engineering,Social Science,Astro Engineering,Political Science,Chorus1,Chorus2,0,1
2012,Social Science,Optimization,Business,Physics,Chemistry,Spanish,0,0
2013,Business,Optimization,Social Science,Chinese,Chorus1,Chorus2,0,1
2014,Optimization,English,Machine Learning,Social Science,Spanish,Chemistry,1,0
2015,Chemistry,Algebra,Chinese,Machine Learning,French,History,0,0
2016,Chinese,Machine Learning,French,Spanish,Chorus1,Chorus2,0,1
2017,Physics,French,Optimization,Chemistry,Chinese,Algebra,0,0
2018,Algebra,French,Physics,Chinese,Chorus1,Chorus2,0,1
2019,Biology,French,History,Spanish,Physics,Political Science,0,0
2020,Astro Engineering,English,Chinese,Chemistry,Aero Engineering,Machine Learning,0,0
2021,Algebra,Optimization,Machine Learning,Physics,Chinese,Biology,1,0
2022,Chinese,Machine Learning,Optimization,Aero Engineering,Algebra,English,0,0
2023,History,Chemistry,Algebra,Biology,Optimization,Political Science,0,0
2024,Biology,Spanish,Business,Chemistry,Physics,Aero Engineering,0,0
2025,Political Science,Optimization,English,Astro Engineering,Chorus1,Chorus2,0,1
2026,History,French,Spanish,Aero Engineering,Social Science,Chinese,0,0
2027,Physics,Political Science,Spanish,Social Science,Machine Learning,Chinese,1,0
2028,Optimization,History,Political Science,Chinese,Astro Engineering,Machine Learning,1,0
2029,Physics,Political Science,Biology,Business,Optimization,French,0,0
2030,Business,English,History,Astro Engineering,Chemistry,Machine Learning,0,0
2031,Social Science,Business,Astro Engineering,Spanish,English,History,1,0
2032,Spanish,Political Science,Chemistry,History,Chorus1,Chorus2,0,1
2033,History,Political Science,Chinese,Spanish,Astro Engineering,Business,0,0
2034,Algebra,Business,English,Physics,Chinese,Aero Engineering,1,0
2035,Business,English,Biology,History,Chorus1,Chorus2,0,1
2036,Spanish,Optimization,History,Business,French,Biology,0,0
2037,Machine Learning,French,Algebra,Spanish,Political Science,Optimization,0,0
2038,Chemistry,Machine Learning,Physics,Biology,English,Business,0,0
2039,Spanish,Aero Engineering,Biology,Machine Learning,Algebra,Political Science,0,0
2040,Chinese,Political Science,Aero Engineering,History,Physics,Biology,0,0
2041,Social Science,Spanish,Biology,History,Chorus1,Chorus2,0,1
2042,English,History,Optimization,Business,Chemistry,Aero Engineering,0,0
2043,Chemistry,Business,Optimization,Political Science,Social Science,History,0,0
2044,History,English,French,Aero Engineering,Political Science,Machine Learning,0,0
2045,Algebra,Physics,Chemistry,Chinese,Optimization,Machine Learning,0,0
2046,Spanish,Social Science,Physics,Political Science,Business,History,1,0
2047,French,Physics,Spanish,History,Chemistry,Astro Engineering,1,0
2048,Optimization,Physics,Spanish,Machine Learning,Biology,History,0,0
2049,Biology,History,Aero Engineering,Physics,English,Machine Learning,0,0
2050,Biology,Optimization,Political Science,Business,Algebra,Social Science,1,0
2051,Social Science,Chinese,Business,Chemistry,French,Algebra,0,0
2052,Social Science,Biology,Business,Aero Engineering,English,Optimization,0,0
2053,Business,Astro Engineering,Machine Learning,Optimization,Political Science,Biology,1,0
2054,Biology,Physics,Social Science,History,English,Political Science,0,0
2055,English,Astro Engineering,Optimization,Algebra,Chorus1,Chorus2,0,1
2056,Physics,Spanish,Aero Engineering,Political Science,Machine Learning,English,0,0
2057,English,French,Political Science,Social Science,Physics,Algebra,0,0
2058,Aero Engineering,Machine Learning,Chinese,Biology,Astro Engineering,Optimization,1,0
2059,Business,Optimization,Chemistry,History,Machine Learning,Aero Engineering,1,0
2060,Spanish,Astro Engineering,Machine Learning,Optimization,History,Chinese,1,0
2061,Social Science,Aero Engineering,Physics,Machine Learning,Political Science,Chinese,1,0
2062,Political Science,Machine Learning,History,Optimization,Chinese,Business,0,0
2063,Biology,Machine Learning,French,Social Science,Business,Aero Engineering,1,0
2064,Optimization,Physics,Chinese,Chemistry,Astro Engineering,Business,1,0
2065,Biology,Spanish,Algebra,Aero Engineering,Machine Learning,Physics,1,0
2066,Chemistry,Algebra,Optimization,French,Biology,English,0,0
2067,Spanish,Biology,Political Science,Astro Engineering,English,Machine Learning,0,0
2068,Spanish,Optimization,Physics,Algebra,French,Machine Learning,0,0
2069,Business,Machine Learning,Social Science,Biology,Spanish,Chinese,1,0
2070,Biology,History,Social Science,Algebra,Astro Engineering,Political Science,0,0
2071,Machine Learning,Physics,Optimization,Biology,English,Astro Engineering,1,0
2072,Machine Learning,English,Biology,History,Political Science,Astro Engineering,0,0
2073,Business,Social Science,Biology,Astro Engineering,Algebra,Physics,0,0
2074,Political Science,History,Optimization,Algebra,Chorus1,Chorus2,0,1
2075,English,Machine Learning,Physics,Algebra,Chemistry,French,0,0
2076,Aero Engineering,Biology,Machine Learning,Optimization,Algebra,Political Science,0,0
2077,Physics,Political Science,Spanish,Machine Learning,History,Algebra,1,0
2078,Political Science,History,Spanish,Physics,Optimization,Business,0,0
2079,Machine Learning,Astro Engineering,Biology,Algebra,Chorus1,Chorus2,0,1
2080,History,Aero Engineering,Social Science,Business,Machine Learning,English,0,0
2081,Physics,English,Business,Optimization,Chinese,History,1,0
2082,English,Spanish,Biology,Aero Engineering,Social Science,Astro Engineering,0,0
2083,French,Spanish,Biology,Chinese,Machine Learning,Chemistry,1,0
2084,Aero Engineering,History,Political Science,Algebra,Social Science,French,1,0
2085,History,Business,Chinese,Aero Engineering,English,Astro Engineering,0,0
2086,Machine Learning,Optimization,Chinese,Social Science,Physics,Spanish,0,0
2087,English,Physics,History,Chemistry,French,Aero Engineering,0,0
2088,French,Astro Engineering,Chinese,English,Business,Physics,0,0
2089,Algebra,Political Science,History,Physics,Biology,Chinese,0,0
2090,French,Astro Engineering,Algebra,Political Science,Social Science,Business,0,0
2091,Business,Social Science,Algebra,Chemistry,Chorus1,Chorus2,0,1
2092,Astro Engineering,French,Business,Spanish,Biology,Physics,0,0
2093,Astro Engineering,Political Science,Machine Learning,Algebra,Chorus1,Chorus2,0,1
2094,English,Machine Learning,History,Algebra,Physics,Social Science,1,0
2095,Physics,Spanish,English,Political Science,Chorus1,Chorus2,0,1
2096,Chinese,Astro Engineering,Chemistry,Political Science,Chorus1,Chorus2,0,1
2097,Physics,Machine Learning,Business,Optimization,Aero Engineering,Political Science,0,0
2098,Astro Engineering,Social Science,Optimization,Spanish,Political Science,Physics,0,0
2099,Political Science,Algebra,Astro Engineering,Business,Chorus1,Chorus2,0,1
2100,Machine Learning,Business,History,Physics,Chemistry,Political Science,0,0
2101,Social Science,Business,Chinese,Optimization,French,History,0,0
2102,Physics,Chemistry,Business,Spanish,Chinese,Biology,0,0
2103,French,Spanish,Business,Algebra,History,English,0,0
2104,Physics,History,Astro Engineering,Aero Engineering,Chorus1,Chorus2,0,1
2105,Spanish,Physics,History,Business,Chemistry,Social Science,0,0
2106,Social Science,Business,Algebra,Astro Engineering,Aero Engineering,Optimization,1,0
2107,English,History,Optimization,Political Science,Chorus1,Chorus2,0,1
2108,Optimization,Biology,Machine Learning,Astro Engineering,Chorus1,Chorus2,0,1
2109,Spanish,Astro Engineering,Social Science,Chemistry,French,Biology,1,0
2110,Astro Engineering,Physics,Social Science,Political Science,Biology,Machine Learning,0,0
2111,Machine Learning,Physics,French,Spanish,Political Science,Astro Engineering,1,0
2112,Physics,Chinese,Algebra,Political Science,Chorus1,Chorus2,0,1
2113,Chemistry,Optimization,Political Science,Astro Engineering,Biology,Social Science,1,0
2114,French,Business,Optimization,Machine Learning,Chemistry,Spanish,0,0
2115,French,Optimization,Spanish,Social Science,Aero Engineering,History,0,0
2116,Biology,Political Science,English,Social Science,Aero Engineering,Optimization,1,0
2117,Aero Engineering,Chemistry,Spanish,Social Science,Astro Engineering,Biology,0,0
2118,Optimization,Spanish,Chemistry,Social Science,History,Political Science,0,0
2119,Business,English,Physics,French,Algebra,Biology,1,0
2120,Aero Engineering,Business,Machine Learning,English,Chorus1,Chorus2,0,1
2121,Chinese,Optimization,Social Science,Aero Engineering,French,Spanish,0,0
2122,Astro Engineering,Spanish,Algebra,Political Science,Biology,Business,0,0
2123,Algebra,French,Machine Learning,Astro Engineering,Chorus1,Chorus2,0,1
2124,Machine Learning,Business,Chemistry,Physics,History,Political Science,0,0
2125,Physics,Political Science,Chinese,Business,Optimization,Chemistry,1,0
2126,Machine Learning,Physics,Aero Engineering,Political Science,Chorus1,Chorus2,0,1
2127,Business,Chemistry,Social Science,English,Political Science,History,1,0
2128,Biology,History,Aero Engineering,French,Chorus1,Chorus2,0,1
2129,Political Science,Chemistry,Astro Engineering,Aero Engineering,Chorus1,Chorus2,0,1
2130,Algebra,Optimization,Physics,Astro Engineering,Chorus1,Chorus2,0,1
2131,Chemistry,French,Social Science,English,Chorus1,Chorus2,0,1
2132,Optimization,Business,Chinese,French,Chemistry,Spanish,1,0
2133,Spanish,Astro Engineering,Optimization,Social Science,French,Chemistry,0,0
2134,Biology,Political Science,Social Science,Machine Learning,History,Business,1,0
2135,French,Astro Engineering,Chemistry,Optimization,Biology,Political Science,1,0
2136,Political Science,Algebra,History,Spanish,Chorus1,Chorus2,0,1
2137,French,English,Spanish,Physics,Chinese,Algebra,0,0
2138,English,Social Science,Physics,Political Science,Chorus1,Chorus2,0,1
2139,Political Science,Biology,English,Chemistry,Algebra,Optimization,1,0
2140,Machine Learning,English,Optimization,Social Science,Chorus1,Chorus2,0,1
2141,History,Algebra,Biology,Optimization,Aero Engineering,Spanish,0,0
2142,Machine Learning,English,Algebra,History,Chinese,Biology,1,0
2143,Physics,Chemistry,Chinese,English,Chorus1,Chorus2,0,1
2144,Political Science,History,Chemistry,Algebra,Chorus1,Chorus2,0,1
2145,Physics,History,Optimization,Business,Political Science,Chemistry,0,0
2146,Social Science,Machine Learning,Spanish,Aero Engineering,French,Physics,0,0
2147,Business,Chemistry,Spanish,Chinese,Chorus1,Chorus2,0,1
2148,English,Algebra,Machine Learning,Optimization,Chorus1,Chorus2,0,1
2149,Astro Engineering,French,Chemistry,English,Physics,History,1,0
2150,Biology,History,Chemistry,Chinese,Astro Engineering,Aero Engineering,1,0
2151,Optimization,Astro Engineering,Physics,Business,Chorus1,Chorus2,0,1
2152,History,Astro Engineering,Physics,Political Science,Chemistry,Aero Engineering,0,0
2153,Social Science,Astro Engineering,Spanish,Physics,French,Algebra,0,0
2154,Social Science,Political Science,Optimization,Astro Engineering,Chinese,Aero Engineering,1,0
2155,Political Science,Optimization,Chemistry,Algebra,English,French,1,0
2156,History,Spanish,Chemistry,French,English,Social Science,0,0
2157,Business,Chinese,English,Astro Engineering,Social Science,Physics,1,0
2158,Political Science,Chinese,Aero Engineering,Social Science,History,English,0,0
2159,Astro Engineering,Biology,Chinese,Algebra,Optimization,French,1,0
2160,Social Science,Business,Physics,Aero Engineering,Political Science,Biology,0,0
2161,Physics,French,Political Science,English,Social Science,Chemistry,1,0
2162,Optimization,Astro Engineering,Machine Learning,Spanish,Chemistry,English,0,0
2163,French,Aero Engineering,Astro Engineering,English,Chinese,Political Science,0,0
2164,Astro Engineering,Chinese,English,Algebra,Machine Learning,Business,0,0
2165,Biology,Aero Engineering,English,Chinese,Machine Learning,Optimization,1,0
2166,Biology,French,Algebra,Social Science,Business,Spanish,0,0
2167,Physics,Chemistry,French,Biology,English,Political Science,0,0
2168,French,Physics,Business,Optimization,Chinese,Aero Engineering,0,0
2169,Chemistry,Political Science,Spanish,Machine Learning,French,Astro Engineering,1,0
2170,Social Science,Political Science,Machine Learning,French,English,History,1,0
2171,Business,French,Optimization,English,Spanish,History,0,0
2172,Spanish,Machine Learning,Chemistry,English,Astro Engineering,Aero Engineering,1,0
2173,Chemistry,Aero Engineering,Machine Learning,Political Science,Physics,Algebra,0,0
2174,Chemistry,Business,Algebra,Political Science,Machine Learning,History,0,0
2175,Physics,Spanish,Biology,Business,Astro Engineering,French,0,0
2176,Biology,Business,Machine Learning,Physics,Spanish,Social Science,0,0
2177,Biology,French,Physics,Astro Engineering,Chorus1,Chorus2,0,1
2178,History,English,Social Science,Aero Engineering,Chemistry,Biology,0,0
2179,English,Astro Engineering,Aero Engineering,History,Biology,Chemistry,0,0
2180,English,Chinese,Political Science,Chemistry,Biology,Optimization,0,0
2181,Business,Aero Engineering,Chinese,Algebra,Chorus1,Chorus2,0,1
2182,English,Algebra,Chemistry,French,Machine Learning,Political Science,0,0
2183,Algebra,Spanish,Optimization,Social Science,Machine Learning,Astro Engineering,0,0
2184,Social Science,Business,Algebra,History,Chorus1,Chorus2,0,1
2185,Social Science,French,History,English,Political Science,Chinese,0,0
2186,Political Science,Chemistry,Social Science,English,Chorus1,Chorus2,0,1
2187,Social Science,Chemistry,Astro Engineering,History,Chinese,French,0,0
2188,Chemistry,Chinese,English,Political Science,Aero Engineering,Social Science,0,0
2189,Machine Learning,Business,Optimization,French,English,Spanish,0,0
2190,Machine Learning,Algebra,French,Spanish,Astro Engineering,History,0,0
2191,Social Science,History,Aero Engineering,Spanish,Chorus1,Chorus2,0,1
2192,Social Science,Biology,Optimization,French,Political Science,Aero Engineering,0,0
2193,Physics,Algebra,Astro Engineering,Business,Chemistry,Biology,0,0
2194,English,Algebra,Optimization,Business,Chemistry,French,1,0
2195,Physics,Machine Learning,English,Chinese,Chemistry,French,0,0
2196,Political Science,Optimization,French,Chemistry,Astro Engineering,Spanish,1,0
2197,History,Physics,Optimization,Chinese,Machine Learning,Biology,0,0
2198,Astro Engineering,Biology,Political Science,Chinese,Machine Learning,Business,0,0
2199,History,Spanish,French,Aero Engineering,Political Science,Algebra,1,0
2200,Aero Engineering,French,English,Biology,Machine Learning,Chemistry,0,0
2201,Astro Engineering,Aero Engineering,Physics,English,Chemistry,Optimization,0,0
2202,Aero Engineering,English,Algebra,French,Chorus1,Chorus2,0,1
2203,History,Biology,Algebra,English,Spanish,Optimization,0,0
2204,Social Science,Chinese,French,Biology,Political Science,English,0,0
2205,Astro Engineering,English,Optimization,Machine Learning,Business,French,1,0
2206,Chinese,Physics,Machine Learning,French,Social Science,Political Science,1,0
2207,Political Science,Physics,History,Aero Engineering,Chemistry,Astro Engineering,0,0
2208,Biology,Business,Machine Learning,French,Spanish,Chemistry,1,0
2209,Machine Learning,Chinese,History,Business,Algebra,English,0,0
2210,Business,Spanish,Chemistry,History,Biology,Machine Learning,0,0
2211,Chemistry,Spanish,Chinese,History,Biology,Aero Engineering,1,0
2212,Biology,Algebra,History,Spanish,Business,Chemistry,1,0
2213,Algebra,Aero Engineering,History,Social Science,Business,Chemistry,1,0
2214,History,Chinese,Political Science,English,Business,Optimization,0,0
2215,Chemistry,Physics,Biology,French,Social Science,Optimization,1,0
2216,Social Science,Algebra,Physics,Chemistry,Spanish,English,0,0
2217,Optimization,Spanish,Chemistry,Machine Learning,Chorus1,Chorus2,0,1
2218,English,Business,Physics,Political Science,Chorus1,Chorus2,0,1
2219,Chemistry,Political Science,Business,Optimization,Machine Learning,Astro Engineering,0,0
2220,Astro Engineering,Algebra,Spanish,Biology,Aero Engineering,French,1,0
2221,Aero Engineering,Chinese,Social Science,Astro Engineering,Chemistry,Political Science,1,0
2222,Biology,Political Science,Machine Learning,Chinese,Spanish,Physics,0,0
2223,Social Science,Spanish,Chinese,Algebra,Biology,Physics,0,0
2224,Physics,Chinese,Optimization,Biology,Spanish,Astro Engineering,0,0
2225,Spanish,French,Chemistry,Algebra,Social Science,Biology,0,0
2226,Biology,Political Science,Physics,Algebra,History,Chinese,0,0
2227,Optimization,Chinese,Astro Engineering,Machine Learning,Chemistry,History,0,0
2228,Physics,Astro Engineering,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
2229,French,Astro Engineering,Physics,History,English,Chemistry,0,0
2230,Chemistry,Astro Engineering,French,Algebra,English,Aero Engineering,0,0
2231,Political Science,Chemistry,Business,Social Science,Chorus1,Chorus2,0,1
2232,Astro Engineering,English,Chinese,Spanish,French,Biology,1,0
2233,Machine Learning,Algebra,Optimization,Political Science,Chorus1,Chorus2,0,1
2234,Machine Learning,Biology,Political Science,Aero Engineering,History,Astro Engineering,0,0
2235,Chemistry,Chinese,English,History,Aero Engineering,Political Science,0,0
2236,Aero Engineering,Biology,Spanish,Astro Engineering,Physics,Business,1,0
2237,Biology,Spanish,Machine Learning,Physics,Political Science,Chinese,1,0
2238,Optimization,Chinese,History,Machine Learning,English,Chemistry,1,0
2239,Chemistry,History,Chinese,Aero Engineering,Biology,French,1,0
2240,Chinese,Political Science,Optimization,Spanish,Social Science,English,0,0
2241,Optimization,Algebra,History,Spanish,Aero Engineering,Social Science,0,0
2242,Chemistry,Optimization,Physics,Chinese,Chorus1,Chorus2,0,1
2243,Machine Learning,Political Science,Business,Chinese,Chemistry,Optimization,0,0
2244,Optimization,French,Physics,Machine Learning,Aero Engineering,Chinese,1,0
2245,Machine Learning,Business,History,Political Science,Algebra,Chinese,0,0
2246,Algebra,English,Spanish,Physics,Social Science,History,0,0
2247,Political Science,Social Science,Aero Engineering,French,Spanish,Chinese,0,0
2248,Social Science,Spanish,English,Physics,Astro Engineering,French,0,0
2249,Chemistry,Chinese,Aero Engineering,Business,Algebra,History,0,0
2250,Chinese,French,Machine Learning,Spanish,Social Science,Aero Engineering,0,0
2251,History,Business,English,Spanish,Chinese,Political Science,0,0
2252,Biology,Astro Engineering,History,English,Machine Learning,Physics,0,0
2253,Chinese,Astro Engineering,Physics,French,Optimization,English,0,0
2254,Algebra,English,Spanish,Machine Learning,Chorus1,Chorus2,0,1
2255,Political Science,Business,Biology,Astro Engineering,Algebra,History,1,0
2256,English,Astro Engineering,Chemistry,Biology,Algebra,History,0,0
2257,Spanish,Physics,Machine Learning,Algebra,Optimization,Chinese,1,0
2258,Aero Engineering,Algebra,Business,Spanish,Physics,History,0,0
2259,Spanish,Machine Learning,English,History,Chorus1,Chorus2,0,1
2260,Social Science,Optimization,Chinese,Aero Engineering,Physics,Biology,0,0
2261,Algebra,Social Science,Political Science,Chemistry,Spanish,Aero Engineering,0,0
2262,Chinese,Physics,Machine Learning,English,Chorus1,Chorus2,0,1
2263,Chemistry,Machine Learning,Algebra,Physics,Political Science,English,1,0
2264,Biology,Political Science,History,Machine Learning,Physics,Algebra,0,0
2265,Social Science,Political Science,Optimization,French,Chorus1,Chorus2,0,1
2266,Algebra,Astro Engineering,History,French,Optimization,English,0,0
2267,Spanish,English,Social Science,Optimization,History,Algebra,1,0
2268,Business,Biology,Spanish,Chinese,Algebra,History,0,0
2269,English,Business,Optimization,Physics,Chinese,Political Science,0,0
2270,Spanish,Business,Optimization,Physics,Aero Engineering,English,0,0
2271,History,Optimization,Chinese,Aero Engineering,Chorus1,Chorus2,0,1
2272,Optimization,Machine Learning,Chemistry,Spanish,Algebra,Astro Engineering,0,0
2273,French,Astro Engineering,Chinese,Business,Algebra,Spanish,1,0
2274,English,Social Science,Chemistry,Algebra,Physics,Business,0,0
2275,Astro Engineering,Machine Learning,Algebra,Optimization,Chorus1,Chorus2,0,1
2276,Algebra,Biology,Optimization,Astro Engineering,Chorus1,Chorus2,0,1
2277,Chinese,Spanish,Machine Learning,Physics,Algebra,Social Science,0,0
2278,Physics,English,Social Science,Algebra,French,Chinese,0,0
2279,English,Biology,History,Physics,Machine Learning,Astro Engineering,1,0
2280,Machine Learning,Aero Engineering,Social Science,Political Science,Astro Engineering,Chemistry,0,0
2281,Business,Social Science,Chinese,Aero Engineering,Chorus1,Chorus2,0,1
2282,Biology,Physics,Optimization,Spanish,Chorus1,Chorus2,0,1
2283,Business,Aero Engineering,Algebra,Chinese,Political Science,Chemistry,0,0
2284,Spanish,Optimization,Machine Learning,Algebra,Physics,Chemistry,0,0
2285,Aero Engineering,Business,Astro Engineering,Physics,Chinese,Chemistry,0,0
2286,Optimization,Business,History,Algebra,Machine Learning,Physics,0,0
2287,Physics,Spanish,Chemistry,Aero Engineering,Chorus1,Chorus2,0,1
2288,Physics,Business,Political Science,Algebra,Social Science,English,0,0
2289,Physics,Machine Learning,Optimization,Chinese,Chorus1,Chorus2,0,1
2290,Optimization,Biology,Chinese,History,Chemistry,Spanish,1,0
2291,Chemistry,Machine Learning,Physics,English,Chinese,Algebra,0,0
2292,Algebra,History,Biology,Spanish,Political Science,English,1,0
2293,Social Science,Optimization,Chemistry,Chinese,Machine Learning,Physics,0,0
2294,Spanish,Chemistry,French,Political Science,Chorus1,Chorus2,0,1
2295,Political Science,History,French,Biology,Social Science,Business,1,0
2296,Political Science,Physics,History,Astro Engineering,Spanish,Business,1,0
2297,English,Physics,History,Social Science,Political Science,Spanish,0,0
2298,History,Algebra,Astro Engineering,Biology,English,Chinese,0,0
2299,French,History,Spanish,Chemistry,Aero Engineering,Algebra,0,0
2300,Social Science,History,Chinese,Business,Chorus1,Chorus2,0,1
2301,Physics,Chinese,French,Political Science,Chorus1,Chorus2,0,1
2302,Spanish,History,Machine Learning,Physics,Social Science,Business,0,0
2303,Algebra,Political Science,Physics,Spanish,Optimization,English,0,0
2304,Aero Engineering,Physics,Business,English,History,Spanish,0,0
2305,Chemistry,English,History,French,Spanish,Optimization,1,0
2306,Physics,Astro Engineering,History,Social Science,Aero Engineering,English,1,0
2307,Chemistry,Business,History,Physics,Chinese,French,1,0
2308,Physics,Political Science,French,Astro Engineering,Spanish,Machine Learning,0,0
2309,Biology,English,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
2310,Algebra,Machine Learning,Political Science,French,Social Science,History,0,0
2311,Chinese,Physics,Algebra,Machine Learning,Social Science,Aero Engineering,1,0
2312,Astro Engineering,Spanish,Chemistry,Business,Social Science,Algebra,1,0
2313,English,French,Chinese,Social Science,Astro Engineering,Political Science,0,0
2314,Biology,Political Science,Chinese,Optimization,Business,Social Science,0,0
2315,Chemistry,Business,Spanish,Astro Engineering,French,Political Science,0,0
2316,Aero Engineering,Machine Learning,Biology,English,Optimization,Social Science,0,0
2317,History,Spanish,Social Science,Physics,Algebra,Chinese,1,0
2318,Chinese,History,Physics,English,Business,Astro Engineering,0,0
2319,Aero Engineering,Algebra,English,Social Science,Optimization,History,0,0
2320,Machine Learning,French,Physics,Aero Engineering,Biology,Astro Engineering,0,0
2321,Physics,Business,Astro Engineering,Chinese,Biology,French,0,0
2322,Political Science,English,Chinese,Machine Learning,Spanish,Chemistry,0,0
2323,French,Astro Engineering,Spanish,Social Science,Algebra,Aero Engineering,1,0
2324,Aero Engineering,Machine Learning,Biology,French,Spanish,Algebra,0,0
2325,English,French,Aero Engineering,Biology,Physics,Astro Engineering,1,0
2326,French,English,Chemistry,Political Science,Social Science,Spanish,1,0
2327,Optimization,Biology,French,Astro Engineering,Chorus1,Chorus2,0,1
2328,Optimization,Political Science,French,Physics,Business,Astro Engineering,1,0
2329,Aero Engineering,Algebra,Optimization,History,Social Science,Biology,0,0
2330,Astro Engineering,Political Science,History,Chinese,Algebra,French,1,0
2331,French,Chemistry,Spanish,Biology,Chorus1,Chorus2,0,1
2332,Optimization,Astro Engineering,French,Aero Engineering,Spanish,Social Science,0,0
2333,History,Social Science,Political Science,Algebra,English,Machine Learning,1,0
2334,Astro Engineering,Chemistry,Machine Learning,French,Chinese,Biology,0,0
2335,History,Physics,Chemistry,Optimization,Chinese,Business,1,0
2336,Chinese,Biology,French,Astro Engineering,Chorus1,Chorus2,0,1
2337,Spanish,Algebra,Chemistry,History,Astro Engineering,French,0,0
2338,Astro Engineering,Social Science,Optimization,Machine Learning,Chorus1,Chorus2,0,1
2339,Social Science,Chemistry,Business,Spanish,Political Science,French,1,0
2340,Political Science,Optimization,History,Biology,Business,Chinese,0,0
2341,Astro Engineering,Algebra,French,Biology,Chorus1,Chorus2,0,1
2342,English,Astro Engineering,Spanish,Chinese,French,Physics,0,0
2343,French,Physics,Machine Learning,Astro Engineering,Biology,Political Science,0,0
2344,Political Science,Social Science,Physics,French,Chorus1,Chorus2,0,1
2345,Algebra,Business,Astro Engineering,Chemistry,Aero Engineering,French,0,0
2346,Machine Learning,Spanish,French,Astro Engineering,Aero Engineering,Social Science,0,0
2347,Chinese,Political Science,Optimization,Business,Spanish,Social Science,0,0
2348,Optimization,Physics,Biology,Astro Engineering,Political Science,Social Science,0,0
2349,Astro Engineering,English,Algebra,Physics,Business,Social Science,0,0
2350,Biology,French,Chinese,Physics,Machine Learning,English,1,0
2351,Chinese,Aero Engineering,Biology,Political Science,Astro Engineering,Social Science,0,0
2352,Chinese,English,Business,Physics,Political Science,Astro Engineering,1,0
2353,Biology,Chemistry,French,Algebra,History,Optimization,1,0
2354,Optimization,Algebra,Biology,Business,English,Aero Engineering,0,0
2355,Political Science,Social Science,Astro Engineering,English,Chorus1,Chorus2,0,1
2356,Political Science,Algebra,Social Science,French,Chorus1,Chorus2,0,1
2357,History,Aero Engineering,Chinese,Machine Learning,Biology,Astro Engineering,0,0
2358,French,Biology,Astro Engineering,Business,Aero Engineering,Algebra,0,0
2359,Political Science,Biology,Chemistry,Social Science,Spanish,Aero Engineering,0,0
2360,Algebra,Biology,Social Science,Chinese,History,Physics,0,0
2361,Astro Engineering,English,Aero Engineering,Machine Learning,Chorus1,Chorus2,0,1
2362,Biology,Algebra,Chinese,Optimization,Chemistry,Business,0,0
2363,Business,French,English,Political Science,Spanish,Chinese,1,0
2364,Astro Engineering,Social Science,Spanish,Chemistry,Algebra,Biology,1,0
2365,Algebra,Political Science,Business,English,Chemistry,History,0,0
2366,Astro Engineering,Political Science,Social Science,Physics,Chemistry,Spanish,0,0
2367,Chinese,Spanish,Business,Social Science,Biology,Optimization,0,0
2368,Astro Engineering,Aero Engineering,Chemistry,French,Political Science,History,0,0
2369,Aero Engineering,History,English,Machine Learning,Physics,French,0,0
2370,Machine Learning,Spanish,Chinese,English,Business,Aero Engineering,0,0
2371,Political Science,History,Algebra,French,Biology,Aero Engineering,0,0
2372,Optimization,Machine Learning,French,Political Science,Biology,Business,0,0
2373,Political Science,History,Biology,Machine Learning,English,Algebra,1,0
2374,Social Science,Business,Spanish,Chemistry,Chorus1,Chorus2,0,1
2375,Aero Engineering,Spanish,Biology,Optimization,Social Science,Physics,0,0
2376,Algebra,Social Science,Business,Political Science,Machine Learning,Astro Engineering,0,0
2377,Social Science,Spanish,English,Physics,Machine Learning,History,0,0
2378,Chemistry,Physics,Astro Engineering,Spanish,English,Biology,0,0
2379,Social Science,Optimization,French,Astro Engineering,Chemistry,Aero Engineering,0,0
2380,Physics,Chemistry,French,Optimization,Political Science,Biology,0,0
2381,Spanish,Aero Engineering,Optimization,French,Political Science,Algebra,1,0
2382,French,Chinese,History,Machine Learning,Chorus1,Chorus2,0,1
2383,Optimization,Physics,Machine Learning,English,Chorus1,Chorus2,0,1
2384,Spanish,History,Biology,Chemistry,Algebra,Political Science,0,0
2385,History,Optimization,Spanish,Astro Engineering,French,Social Science,1,0
2386,Chinese,Social Science,Algebra,Political Science,Astro Engineering,History,1,0
2387,Optimization,History,Political Science,French,Social Science,Aero Engineering,0,0
2388,Optimization,Spanish,Physics,Social Science,Chemistry,Aero Engineering,0,0
2389,Business,History,Chinese,Machine Learning,Chorus1,Chorus2,0,1
2390,Political Science,Spanish,Business,Algebra,Chorus1,Chorus2,0,1
2391,Chinese,Optimization,Chemistry,Spanish,Chorus1,Chorus2,0,1
2392,Optimization,French,English,Machine Learning,Chemistry,Aero Engineering,0,0
2393,French,Business,Political Science,Algebra,Chorus1,Chorus2,0,1
2394,Political Science,Aero Engineering,Biology,Chemistry,Chorus1,Chorus2,0,1
