,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
767,Physics,Business,History,Spanish,Chemistry,Social Science,1,0
768,English,Machine Learning,Social Science,Optimization,History,Business,0,0
769,Biology,Chinese,History,English,Spanish,Business,0,0
770,Astro Engineering,Algebra,Spanish,Optimization,Chorus1,Chorus2,0,1
771,History,Spanish,Chemistry,Machine Learning,Physics,Biology,0,0
772,Chinese,English,French,Spanish,Astro Engineering,Chemistry,1,0
773,Algebra,Business,Biology,Chinese,History,Astro Engineering,0,0
774,Biology,Optimization,Social Science,Physics,Political Science,Spanish,0,0
775,Social Science,Chemistry,Optimization,Algebra,Spanish,Astro Engineering,0,0
776,Spanish,Machine Learning,Algebra,Political Science,Chemistry,Social Science,0,0
777,Social Science,Biology,Algebra,Machine Learning,Chorus1,Chorus2,0,1
778,Political Science,French,Business,Optimization,Biology,Chemistry,1,0
779,Chinese,Biology,Optimization,English,Physics,Algebra,1,0
780,English,Spanish,Algebra,Chinese,French,Physics,1,0
781,Social Science,Chinese,English,Aero Engineering,Chorus1,Chorus2,0,1
782,Social Science,Biology,English,Optimization,Astro Engineering,Political Science,0,0
783,Machine Learning,Business,Aero Engineering,Political Science,Chorus1,Chorus2,0,1
784,Political Science,English,Machine Learning,Social Science,Business,French,1,0
785,Social Science,Business,Optimization,Biology,Chemistry,English,1,0
786,Political Science,Physics,Algebra,Social Science,Chinese,French,0,0
787,Aero Engineering,Chemistry,Spanish,Optimization,Machine Learning,English,0,0
788,Social Science,History,Political Science,Business,Chemistry,Spanish,0,0
789,Aero Engineering,Social Science,Algebra,Political Science,Chemistry,History,1,0
790,Algebra,Optimization,Spanish,English,Astro Engineering,Machine Learning,0,0
791,Chinese,Social Science,French,Spanish,Algebra,Machine Learning,1,0
792,French,Political Science,Business,English,Chemistry,Algebra,1,0
793,Political Science,Physics,Business,Chinese,Chorus1,Chorus2,0,1
794,Chemistry,Chinese,Machine Learning,Spanish,Physics,Optimization,1,0
795,Algebra,French,Social Science,Chinese,English,Business,0,0
796,Chemistry,English,Chinese,Machine Learning,Biology,Physics,0,0
797,French,English,Algebra,Aero Engineering,Chorus1,Chorus2,0,1
798,Social Science,History,Chemistry,Chinese,English,Algebra,1,0
799,Physics,History,Spanish,Social Science,Chorus1,Chorus2,0,1
800,Political Science,Chemistry,English,Social Science,Biology,French,0,0
801,Spanish,Physics,Business,English,History,French,1,0
802,English,Political Science,Physics,Chemistry,Business,Machine Learning,0,0
803,Spanish,Aero Engineering,French,Business,Chemistry,Biology,0,0
804,Business,Astro Engineering,Machine Learning,Political Science,Aero Engineering,Optimization,0,0
805,Physics,History,Aero Engineering,French,Machine Learning,Chemistry,0,0
806,Aero Engineering,Physics,Biology,Business,Chorus1,Chorus2,0,1
807,Spanish,Business,Aero Engineering,Algebra,French,Biology,0,0
808,Business,Physics,Algebra,French,Chorus1,Chorus2,0,1
809,Political Science,Chemistry,Optimization,Social Science,Business,English,0,0
810,Chemistry,Optimization,History,Business,French,Machine Learning,0,0
811,Aero Engineering,English,Chinese,Machine Learning,Chorus1,Chorus2,0,1
812,Social Science,Aero Engineering,Algebra,Political Science,Physics,Astro Engineering,1,0
813,Spanish,History,Aero Engineering,Chinese,French,Machine Learning,0,0
814,Machine Learning,English,Algebra,Spanish,Physics,Business,0,0
815,Social Science,Machine Learning,Spanish,Physics,Algebra,French,1,0
816,Social Science,Astro Engineering,Spanish,Aero Engineering,Optimization,Chinese,0,0
817,Spanish,Business,Astro Engineering,Aero Engineering,Optimization,History,0,0
818,French,Aero Engineering,Spanish,Social Science,Chorus1,Chorus2,0,1
819,Chinese,English,Optimization,French,Aero Engineering,Spanish,1,0
820,Biology,Spanish,Chinese,Algebra,Aero Engineering,Social Science,0,0
821,French,Aero Engineering,English,Biology,Business,Chemistry,0,0
822,Optimization,Political Science,Astro Engineering,Algebra,English,Machine Learning,0,0
823,Chemistry,History,Biology,Social Science,English,Machine Learning,1,0
824,Business,Spanish,Aero Engineering,Optimization,Political Science,English,0,0
825,Social Science,History,Chinese,Optimization,Physics,Aero Engineering,0,0
826,Astro Engineering,Biology,Business,French,Chinese,History,0,0
827,Physics,Social Science,Political Science,Machine Learning,Chemistry,Aero Engineering,0,0
828,Social Science,Machine Learning,Optimization,English,Biology,Physics,1,0
829,Biology,Chemistry,Spanish,History,Business,Aero Engineering,1,0
830,Astro Engineering,Social Science,History,English,Political Science,Aero Engineering,0,0
831,Astro Engineering,Chinese,Social Science,Algebra,Political Science,Biology,0,0
832,Political Science,Biology,Physics,English,Astro Engineering,Chemistry,0,0
833,Chemistry,Astro Engineering,Chinese,Optimization,French,History,1,0
834,Chemistry,Chinese,Business,French,Political Science,Algebra,0,0
835,Algebra,Spanish,Social Science,Chinese,Physics,Political Science,0,0
836,Algebra,Social Science,Physics,French,Chorus1,Chorus2,0,1
837,Physics,Spanish,Optimization,Aero Engineering,English,Business,0,0
838,Physics,History,Aero Engineering,Algebra,Biology,Spanish,0,0
839,Optimization,Biology,Political Science,Aero Engineering,French,History,0,0
840,Aero Engineering,French,Physics,Biology,Chemistry,Spanish,0,0
841,Machine Learning,Optimization,Chinese,History,Aero Engineering,French,0,0
842,History,Aero Engineering,Business,Astro Engineering,Chorus1,Chorus2,0,1
843,Chemistry,Business,Chinese,Optimization,Astro Engineering,Aero Engineering,1,0
844,Chemistry,Biology,Chinese,Social Science,French,Machine Learning,0,0
845,Machine Learning,Algebra,Chinese,French,Social Science,Biology,0,0
846,English,Aero Engineering,Optimization,French,Business,Algebra,0,0
847,Spanish,French,Chinese,Aero Engineering,Algebra,Astro Engineering,0,0
848,Chinese,Aero Engineering,Biology,Algebra,Chemistry,History,1,0
849,Algebra,English,Machine Learning,Business,French,Chinese,0,0
850,Physics,Algebra,Astro Engineering,Chemistry,Chinese,Machine Learning,1,0
851,Algebra,Political Science,Physics,Machine Learning,Spanish,Social Science,0,0
852,Aero Engineering,Chinese,Optimization,Physics,Spanish,Biology,0,0
853,History,English,Political Science,Algebra,Astro Engineering,Social Science,0,0
854,Optimization,History,Physics,Chemistry,Business,Algebra,1,0
855,Aero Engineering,Business,Biology,Spanish,Chorus1,Chorus2,0,1
856,Social Science,Astro Engineering,Business,Political Science,Chinese,Spanish,1,0
857,French,Aero Engineering,Business,Chemistry,Optimization,Spanish,0,0
858,Social Science,Chinese,Algebra,Spanish,History,Chemistry,1,0
859,Algebra,Social Science,Biology,Chemistry,Machine Learning,Optimization,0,0
860,French,Chemistry,Political Science,English,Physics,Spanish,1,0
861,Social Science,Astro Engineering,English,Biology,Optimization,French,0,0
862,Optimization,Physics,French,Machine Learning,Astro Engineering,Social Science,1,0
863,Astro Engineering,Aero Engineering,History,Biology,Optimization,Social Science,0,0
864,Spanish,Business,Aero Engineering,Social Science,Chinese,Machine Learning,0,0
865,Optimization,Biology,Machine Learning,Political Science,Chorus1,Chorus2,0,1
866,Chemistry,Machine Learning,Social Science,Chinese,English,Aero Engineering,1,0
867,Chemistry,Social Science,French,History,Biology,Optimization,0,0
868,Biology,Aero Engineering,Algebra,Optimization,Chorus1,Chorus2,0,1
869,History,Aero Engineering,Political Science,Chinese,Spanish,Machine Learning,1,0
870,English,Algebra,Machine Learning,Astro Engineering,Chorus1,Chorus2,0,1
871,Algebra,History,Optimization,Chinese,Chemistry,Astro Engineering,0,0
872,Optimization,French,English,Chinese,Astro Engineering,Biology,0,0
873,Astro Engineering,Social Science,Algebra,English,Chorus1,Chorus2,0,1
874,Chemistry,Social Science,Spanish,Physics,Machine Learning,French,0,0
875,French,Chemistry,Business,Physics,Optimization,Social Science,1,0
876,Physics,English,Political Science,Business,Social Science,Spanish,1,0
877,Chinese,Algebra,Chemistry,French,Spanish,Social Science,0,0
878,English,Political Science,Optimization,Business,Chorus1,Chorus2,0,1
879,Physics,Optimization,French,Chemistry,Machine Learning,Astro Engineering,1,0
880,Social Science,Chemistry,Optimization,Machine Learning,Chorus1,Chorus2,0,1
881,Machine Learning,Algebra,Astro Engineering,Business,Political Science,English,0,0
882,Astro Engineering,Biology,Social Science,History,Chorus1,Chorus2,0,1
883,Spanish,Astro Engineering,Aero Engineering,Physics,Chinese,Optimization,0,0
884,History,Physics,English,Astro Engineering,Chorus1,Chorus2,0,1
885,Algebra,English,Spanish,Political Science,Chorus1,Chorus2,0,1
886,Biology,Aero Engineering,Political Science,Physics,Optimization,Algebra,1,0
887,Physics,Spanish,Biology,Business,French,Optimization,0,0
888,Machine Learning,Political Science,Physics,English,Optimization,Business,0,0
889,History,Optimization,Spanish,Physics,French,Political Science,1,0
890,Chemistry,Biology,History,Astro Engineering,Chorus1,Chorus2,0,1
891,Physics,Machine Learning,Biology,Aero Engineering,Chinese,English,0,0
892,Chinese,English,Spanish,Social Science,Aero Engineering,Business,0,0
893,Social Science,French,History,English,Spanish,Algebra,0,0
894,Biology,Optimization,Chemistry,Machine Learning,Astro Engineering,Physics,0,0
895,Political Science,Physics,History,Optimization,French,Aero Engineering,0,0
896,French,Biology,Chinese,Algebra,Political Science,Astro Engineering,0,0
897,Machine Learning,Spanish,Political Science,Algebra,Business,Biology,0,0
898,Optimization,Chinese,French,Social Science,Biology,Business,0,0
899,Political Science,Algebra,History,Spanish,Biology,Chemistry,1,0
900,Chemistry,Physics,Spanish,Astro Engineering,English,Aero Engineering,1,0
901,Spanish,Political Science,Social Science,History,Chorus1,Chorus2,0,1
902,Physics,Spanish,Aero Engineering,Algebra,Social Science,Biology,0,0
903,Astro Engineering,Chemistry,English,Chinese,Algebra,Physics,0,0
904,English,Physics,Chinese,Machine Learning,Biology,Aero Engineering,1,0
905,Chinese,Chemistry,Algebra,Aero Engineering,Chorus1,Chorus2,0,1
906,Business,Machine Learning,Social Science,Chinese,Chemistry,Astro Engineering,0,0
907,Spanish,Chemistry,Astro Engineering,Biology,Chinese,English,0,0
908,English,Physics,Social Science,Chinese,Chorus1,Chorus2,0,1
909,Chemistry,Physics,Algebra,English,Spanish,Aero Engineering,0,0
910,Political Science,Social Science,English,Astro Engineering,History,Aero Engineering,1,0
911,History,Chemistry,Biology,Astro Engineering,Aero Engineering,Machine Learning,0,0
912,Machine Learning,Political Science,Social Science,French,Aero Engineering,English,1,0
913,Physics,Astro Engineering,English,Chemistry,Spanish,Business,0,0
914,Chinese,Social Science,Algebra,Chemistry,Biology,Optimization,1,0
915,Chemistry,Chinese,English,Political Science,Biology,Optimization,0,0
916,Chemistry,History,Business,Biology,Astro Engineering,Social Science,0,0
917,French,History,Machine Learning,Biology,Chorus1,Chorus2,0,1
918,Biology,Machine Learning,Chinese,Social Science,Physics,French,0,0
919,Aero Engineering,History,Spanish,Chinese,Social Science,Political Science,1,0
920,Optimization,Chinese,Biology,English,Chorus1,Chorus2,0,1
921,Optimization,Chemistry,Algebra,Political Science,Physics,Social Science,0,0
922,History,Machine Learning,Aero Engineering,Physics,Biology,English,0,0
923,Chinese,Astro Engineering,Chemistry,History,Chorus1,Chorus2,0,1
924,Spanish,Machine Learning,Biology,Optimization,Social Science,Physics,1,0
925,History,Aero Engineering,Business,Optimization,Chorus1,Chorus2,0,1
926,Spanish,English,Aero Engineering,Biology,French,Chinese,0,0
927,Aero Engineering,Chinese,Social Science,Astro Engineering,Business,English,0,0
928,Business,Algebra,Chinese,Political Science,Chemistry,Biology,0,0
929,Aero Engineering,English,Astro Engineering,Machine Learning,Business,History,0,0
930,Machine Learning,Business,Physics,English,Chorus1,Chorus2,0,1
931,English,Biology,Aero Engineering,Optimization,Physics,Business,0,0
932,Optimization,Chinese,Astro Engineering,Physics,Chemistry,Spanish,0,0
933,Optimization,Business,Aero Engineering,Physics,Chorus1,Chorus2,0,1
934,French,Political Science,Aero Engineering,History,Business,Chinese,1,0
935,Business,Algebra,Astro Engineering,French,Chorus1,Chorus2,0,1
936,Social Science,History,Astro Engineering,Optimization,Machine Learning,Spanish,1,0
937,Machine Learning,Political Science,Optimization,History,Chorus1,Chorus2,0,1
938,Biology,Astro Engineering,Spanish,French,Chorus1,Chorus2,0,1
939,English,French,History,Physics,Business,Social Science,1,0
940,Aero Engineering,Optimization,Social Science,French,History,Business,0,0
941,Chemistry,Algebra,Biology,Spanish,English,Astro Engineering,0,0
942,Biology,Business,Physics,History,Political Science,Optimization,0,0
943,Optimization,Algebra,Machine Learning,Social Science,Business,Chinese,0,0
944,Social Science,Machine Learning,Chinese,Optimization,English,Political Science,0,0
945,Physics,History,Chinese,Astro Engineering,Machine Learning,French,0,0
946,Social Science,History,Biology,Political Science,Aero Engineering,Spanish,0,0
947,Aero Engineering,English,Chemistry,Algebra,Chorus1,Chorus2,0,1
948,Spanish,Aero Engineering,Physics,Chinese,Chemistry,History,0,0
949,Business,Spanish,Chinese,English,Social Science,Physics,0,0
950,Social Science,Business,French,Biology,Chemistry,English,0,0
951,Business,Political Science,French,History,Chorus1,Chorus2,0,1
952,Machine Learning,Optimization,Spanish,History,Business,French,1,0
953,Chinese,French,History,Business,Aero Engineering,Algebra,0,0
954,Astro Engineering,Chemistry,Optimization,Chinese,Chorus1,Chorus2,0,1
955,Optimization,Machine Learning,English,French,History,Biology,1,0
956,History,English,Political Science,Business,Biology,French,0,0
957,Astro Engineering,Social Science,Machine Learning,History,Chinese,Aero Engineering,0,0
958,Algebra,History,English,Chemistry,Chorus1,Chorus2,0,1
959,History,Business,English,Chemistry,Astro Engineering,Machine Learning,0,0
960,History,Business,Chinese,Physics,Astro Engineering,Machine Learning,0,0
961,Optimization,Machine Learning,Algebra,Aero Engineering,Astro Engineering,Chinese,0,0
962,Chinese,History,Machine Learning,French,Social Science,Astro Engineering,0,0
963,French,Chinese,Aero Engineering,English,Physics,Astro Engineering,0,0
964,History,Biology,English,Business,French,Aero Engineering,1,0
965,Political Science,Spanish,Social Science,Optimization,French,Biology,0,0
966,Astro Engineering,Spanish,Business,English,French,Machine Learning,1,0
967,English,Aero Engineering,Machine Learning,Chemistry,Chinese,French,0,0
968,English,Machine Learning,Optimization,Political Science,Chorus1,Chorus2,0,1
969,Chemistry,Social Science,Chinese,Spanish,Political Science,Algebra,0,0
970,History,Chemistry,Physics,Political Science,French,Astro Engineering,0,0
971,Biology,Machine Learning,Spanish,Optimization,Political Science,Physics,0,0
972,Chemistry,Machine Learning,Spanish,Optimization,Business,Physics,0,0
973,Chinese,Political Science,Chemistry,English,Social Science,Biology,0,0
974,French,English,Biology,Physics,Aero Engineering,Social Science,0,0
975,Optimization,Algebra,Social Science,Chinese,Chemistry,Astro Engineering,0,0
976,English,Business,Physics,Algebra,Aero Engineering,Biology,1,0
977,Social Science,Aero Engineering,Chinese,Biology,Astro Engineering,History,0,0
978,Astro Engineering,English,French,Machine Learning,Chorus1,Chorus2,0,1
979,Chemistry,Political Science,French,Astro Engineering,Social Science,Machine Learning,1,0
980,Physics,Astro Engineering,English,Political Science,Chemistry,Algebra,1,0
981,Astro Engineering,French,Chinese,Social Science,English,Machine Learning,0,0
982,Physics,Social Science,English,French,Chorus1,Chorus2,0,1
983,Chemistry,Optimization,Aero Engineering,Physics,Machine Learning,History,0,0
984,Chemistry,History,French,Biology,Chorus1,Chorus2,0,1
985,Business,Aero Engineering,Optimization,History,Spanish,Physics,0,0
986,Spanish,Political Science,Biology,Physics,Chemistry,French,0,0
987,Algebra,English,History,French,Business,Chinese,0,0
988,French,Physics,Biology,Machine Learning,Chorus1,Chorus2,0,1
989,Business,History,Physics,Spanish,Chemistry,Aero Engineering,0,0
990,French,Chemistry,Chinese,Biology,Business,Optimization,0,0
991,Social Science,French,Biology,Algebra,Optimization,Spanish,0,0
992,Social Science,Business,Optimization,Chemistry,Spanish,Algebra,0,0
993,Machine Learning,Chinese,History,Optimization,Business,Biology,0,0
994,French,Biology,History,Chinese,Chorus1,Chorus2,0,1
995,Spanish,Political Science,Machine Learning,Business,Biology,English,0,0
996,Business,Aero Engineering,Chemistry,Biology,Political Science,Optimization,0,0
997,English,Astro Engineering,Chemistry,Political Science,Algebra,Business,0,0
998,Physics,History,Spanish,Political Science,Social Science,Chemistry,0,0
999,French,Business,Chinese,Physics,Algebra,Spanish,1,0
1000,Chemistry,Aero Engineering,Biology,History,Algebra,Physics,1,0
1001,Political Science,Optimization,Chinese,French,Algebra,Biology,0,0
1002,Aero Engineering,History,Optimization,Spanish,English,Chemistry,0,0
1003,Biology,Astro Engineering,Chemistry,Machine Learning,Chorus1,Chorus2,0,1
1004,English,Political Science,Aero Engineering,French,Biology,Chemistry,0,0
1005,History,Biology,Optimization,Astro Engineering,Chorus1,Chorus2,0,1
1006,Optimization,Chemistry,Chinese,Physics,Social Science,Biology,0,0
1007,Spanish,Physics,Algebra,Machine Learning,Business,Chemistry,1,0
1008,English,Astro Engineering,Machine Learning,Optimization,Political Science,Chinese,1,0
1009,Spanish,Aero Engineering,French,Biology,History,Physics,0,0
1010,History,French,Optimization,English,Machine Learning,Astro Engineering,0,0
1011,Algebra,Biology,Astro Engineering,Chemistry,Chinese,Business,0,0
1012,Machine Learning,English,Astro Engineering,Spanish,Chinese,French,0,0
1013,History,Physics,French,Social Science,English,Machine Learning,0,0
1014,Optimization,Astro Engineering,Aero Engineering,Physics,Machine Learning,Spanish,0,0
1015,Chinese,Business,Aero Engineering,Astro Engineering,Spanish,English,0,0
1016,Optimization,Machine Learning,Physics,Astro Engineering,Chorus1,Chorus2,0,1
1017,Business,Machine Learning,Political Science,Algebra,Social Science,Optimization,0,0
1018,Machine Learning,Chinese,Business,Optimization,Social Science,Physics,0,0
1019,Astro Engineering,Business,Chemistry,Political Science,Physics,Biology,0,0
1020,Aero Engineering,Chinese,Astro Engineering,Algebra,Business,Chemistry,0,0
1021,French,Algebra,Biology,Social Science,Chemistry,Spanish,0,0
1022,French,Chinese,Aero Engineering,Political Science,Algebra,Physics,0,0
1023,Biology,Spanish,Social Science,English,Chorus1,Chorus2,0,1
1024,Chemistry,Political Science,Physics,Aero Engineering,Chorus1,Chorus2,0,1
1025,French,Aero Engineering,Spanish,Political Science,Physics,Algebra,0,0
1026,Business,Optimization,Chemistry,Physics,Algebra,Astro Engineering,0,0
1027,Machine Learning,Social Science,English,Biology,Spanish,Political Science,1,0
1028,Algebra,Business,Political Science,Physics,Chorus1,Chorus2,0,1
1029,Machine Learning,Spanish,Chemistry,French,Political Science,Aero Engineering,0,0
1030,Social Science,Chemistry,History,Aero Engineering,Business,Spanish,0,0
1031,Biology,French,Business,Machine Learning,Chorus1,Chorus2,0,1
1032,Aero Engineering,Chemistry,Optimization,Astro Engineering,Physics,Social Science,0,0
1033,Astro Engineering,Chinese,Chemistry,English,Social Science,History,0,0
1034,Algebra,English,Astro Engineering,Business,Chemistry,Spanish,0,0
1035,Chemistry,Political Science,Social Science,Aero Engineering,French,Physics,0,0
1036,Social Science,Aero Engineering,Business,Physics,Chorus1,Chorus2,0,1
1037,Algebra,Biology,English,Astro Engineering,Machine Learning,Business,0,0
1038,Chemistry,Spanish,Aero Engineering,Biology,Chorus1,Chorus2,0,1
1039,French,Astro Engineering,Optimization,English,Business,Biology,1,0
1040,Biology,Physics,French,Algebra,Astro Engineering,English,0,0
1041,English,History,Business,Aero Engineering,Chorus1,Chorus2,0,1
1042,Biology,Optimization,Political Science,Chinese,Algebra,Business,1,0
1043,Spanish,Social Science,English,History,Chemistry,Astro Engineering,1,0
1044,Business,English,French,Spanish,Chorus1,Chorus2,0,1
1045,Spanish,Physics,Biology,Aero Engineering,Chinese,Chemistry,0,0
1046,Aero Engineering,English,Algebra,Physics,Chorus1,Chorus2,0,1
1047,Chemistry,History,Optimization,Algebra,Biology,Aero Engineering,0,0
1048,Astro Engineering,French,Biology,Political Science,Chorus1,Chorus2,0,1
1049,Machine Learning,History,Algebra,Business,Chemistry,Social Science,0,0
1050,Biology,Chemistry,Political Science,Business,English,Social Science,0,0
1051,Spanish,Physics,Optimization,Business,French,Political Science,0,0
1052,Social Science,Chemistry,Algebra,Aero Engineering,Business,History,0,0
1053,French,Spanish,Astro Engineering,Social Science,Aero Engineering,Chinese,0,0
1054,History,Astro Engineering,Spanish,Business,Aero Engineering,French,0,0
1055,French,History,Physics,Optimization,Algebra,Business,0,0
1056,Aero Engineering,Chinese,Chemistry,French,Chorus1,Chorus2,0,1
1057,Spanish,Chinese,Physics,Optimization,English,Biology,0,0
1058,Machine Learning,Political Science,Social Science,English,Business,Biology,1,0
1059,Spanish,Business,French,Machine Learning,History,Social Science,0,0
1060,French,Social Science,Political Science,Physics,Machine Learning,Astro Engineering,0,0
1061,Chemistry,Spanish,Optimization,Biology,English,Political Science,1,0
1062,Chemistry,French,Physics,Spanish,Chorus1,Chorus2,0,1
1063,Aero Engineering,History,Chinese,Machine Learning,Social Science,French,1,0
1064,Chinese,Optimization,Spanish,Political Science,Astro Engineering,Physics,0,0
1065,History,Machine Learning,Astro Engineering,Social Science,English,Algebra,0,0
1066,Biology,Chinese,English,History,French,Business,1,0
1067,French,Spanish,Political Science,Biology,Machine Learning,Algebra,0,0
1068,English,Biology,Social Science,Aero Engineering,Astro Engineering,Machine Learning,0,0
1069,French,Machine Learning,Social Science,History,Physics,Business,0,0
1070,Optimization,Machine Learning,Business,Chinese,Astro Engineering,English,0,0
1071,French,Biology,Physics,Social Science,Astro Engineering,History,1,0
1072,Chemistry,Political Science,Algebra,Biology,Astro Engineering,English,0,0
1073,Machine Learning,History,Political Science,Spanish,Physics,Business,1,0
1074,Machine Learning,History,Aero Engineering,Business,Chorus1,Chorus2,0,1
1075,Spanish,Business,Biology,Optimization,Chorus1,Chorus2,0,1
1076,Biology,Chinese,Algebra,Astro Engineering,Spanish,Business,0,0
1077,Biology,Machine Learning,Physics,History,Chorus1,Chorus2,0,1
1078,Chemistry,Biology,Business,History,French,Aero Engineering,1,0
1079,Aero Engineering,French,Astro Engineering,History,Chorus1,Chorus2,0,1
1080,Social Science,Business,English,Political Science,Optimization,Spanish,0,0
1081,Social Science,Business,Political Science,Optimization,Biology,French,1,0
1082,Optimization,History,Physics,Biology,French,Aero Engineering,0,0
1083,Aero Engineering,Biology,Chemistry,Optimization,Social Science,Machine Learning,1,0
1084,Machine Learning,English,Chinese,Business,Physics,Political Science,0,0
1085,Astro Engineering,Political Science,Optimization,Algebra,Physics,English,0,0
1086,Optimization,English,Social Science,Algebra,Chorus1,Chorus2,0,1
1087,Social Science,Optimization,Business,Political Science,Algebra,Astro Engineering,1,0
1088,Biology,Spanish,Political Science,French,Chorus1,Chorus2,0,1
1089,Algebra,Business,English,Political Science,Chinese,Astro Engineering,0,0
1090,Spanish,Political Science,English,Aero Engineering,French,Astro Engineering,0,0
1091,French,Machine Learning,Optimization,Social Science,Chorus1,Chorus2,0,1
1092,Biology,History,Astro Engineering,French,Spanish,Optimization,0,0
1093,Biology,Physics,Political Science,Astro Engineering,Aero Engineering,Business,0,0
1094,Biology,Chemistry,Physics,Spanish,Aero Engineering,History,1,0
1095,Business,Algebra,History,Physics,Chorus1,Chorus2,0,1
1096,Biology,Chinese,History,Algebra,Business,French,0,0
1097,Algebra,Social Science,Optimization,Biology,Chorus1,Chorus2,0,1
1098,English,History,Algebra,Physics,Chorus1,Chorus2,0,1
1099,English,Political Science,Social Science,Astro Engineering,Chorus1,Chorus2,0,1
1100,Social Science,Physics,Chinese,Spanish,Chemistry,Machine Learning,0,0
1101,Astro Engineering,Business,English,Optimization,French,Chemistry,0,0
1102,Aero Engineering,History,Chinese,Optimization,English,Chemistry,1,0
1103,History,Aero Engineering,Chemistry,Algebra,Chorus1,Chorus2,0,1
1104,Machine Learning,Political Science,French,Spanish,History,Algebra,0,0
1105,Biology,Social Science,French,Business,Chemistry,Chinese,0,0
1106,Optimization,Spanish,Political Science,Chemistry,Chinese,History,0,0
1107,Political Science,Spanish,Physics,Chinese,Business,Biology,1,0
1108,Chemistry,English,Algebra,Physics,Optimization,History,0,0
1109,Biology,Social Science,Chemistry,Machine Learning,Spanish,Optimization,0,0
1110,Biology,French,Social Science,Astro Engineering,Chinese,History,0,0
1111,Biology,Machine Learning,Astro Engineering,Chinese,French,Algebra,0,0
1112,Astro Engineering,Political Science,Algebra,Chemistry,Chorus1,Chorus2,0,1
1113,Astro Engineering,Chinese,Physics,Chemistry,Chorus1,Chorus2,0,1
1114,Aero Engineering,Astro Engineering,French,Chemistry,Chinese,Algebra,1,0
1115,Physics,French,Chinese,Business,English,Machine Learning,0,0
1116,Algebra,Social Science,English,Chinese,Chemistry,History,0,0
1117,History,Spanish,Astro Engineering,French,Biology,Social Science,0,0
1118,Machine Learning,Chemistry,Physics,Chinese,Chorus1,Chorus2,0,1
1119,Algebra,English,History,Machine Learning,Aero Engineering,Optimization,0,0
1120,Physics,Political Science,French,English,Optimization,Astro Engineering,0,0
1121,Political Science,Physics,Astro Engineering,French,History,Optimization,0,0
1122,French,English,Astro Engineering,Social Science,Political Science,Business,1,0
1123,Biology,Physics,Algebra,Political Science,Spanish,Business,0,0
1124,Business,Algebra,French,History,Political Science,Machine Learning,1,0
1125,Biology,Astro Engineering,Machine Learning,English,French,Business,0,0
1126,Political Science,Spanish,Algebra,Optimization,Social Science,Aero Engineering,0,0
1127,Business,Optimization,English,Aero Engineering,Algebra,Political Science,0,0
1128,English,Optimization,History,French,Machine Learning,Biology,1,0
1129,Social Science,Astro Engineering,Optimization,Aero Engineering,Chorus1,Chorus2,0,1
1130,Astro Engineering,Political Science,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
1131,Chinese,Aero Engineering,Social Science,Spanish,Algebra,Machine Learning,0,0
1132,Optimization,Aero Engineering,Biology,Astro Engineering,Chorus1,Chorus2,0,1
1133,Biology,Business,Political Science,Spanish,Chorus1,Chorus2,0,1
1134,Astro Engineering,English,Spanish,Machine Learning,History,Chinese,0,0
1135,History,Machine Learning,Biology,Social Science,Business,Aero Engineering,0,0
1136,English,Biology,Physics,Aero Engineering,Algebra,Astro Engineering,0,0
1137,English,Chemistry,Physics,Algebra,Aero Engineering,Social Science,0,0
1138,Optimization,Chemistry,Machine Learning,Business,Political Science,Biology,0,0
1139,Algebra,Astro Engineering,Political Science,History,Chorus1,Chorus2,0,1
1140,Aero Engineering,Algebra,Social Science,Political Science,English,Chemistry,0,0
1141,Chinese,Biology,Aero Engineering,Optimization,Chorus1,Chorus2,0,1
1142,Business,Optimization,Chinese,Physics,Astro Engineering,Political Science,0,0
1143,Social Science,Algebra,Political Science,Astro Engineering,English,Business,0,0
1144,Political Science,French,Astro Engineering,Chemistry,Machine Learning,English,0,0
1145,Chinese,Astro Engineering,Aero Engineering,Physics,Social Science,French,0,0
1146,Aero Engineering,Physics,Chinese,Political Science,Chorus1,Chorus2,0,1
1147,Astro Engineering,Chinese,French,Aero Engineering,Biology,Chemistry,1,0
1148,Optimization,Algebra,French,Aero Engineering,Political Science,Chemistry,0,0
1149,Optimization,Chemistry,Chinese,English,Biology,Astro Engineering,0,0
1150,Optimization,Business,English,Political Science,Social Science,Astro Engineering,0,0
1151,Chinese,Astro Engineering,Spanish,Aero Engineering,English,Social Science,1,0
1152,Social Science,Physics,Optimization,English,Political Science,Astro Engineering,1,0
1153,Social Science,Biology,Chemistry,Machine Learning,English,Aero Engineering,0,0
1154,Biology,Chinese,Social Science,English,Aero Engineering,Business,0,0
1155,Business,Optimization,Social Science,Machine Learning,Algebra,Physics,1,0
1156,Business,Aero Engineering,Political Science,Spanish,History,Chemistry,0,0
1157,Chemistry,Aero Engineering,Chinese,Algebra,Biology,Machine Learning,1,0
1158,Chemistry,Biology,Astro Engineering,Algebra,Chorus1,Chorus2,0,1
1159,Machine Learning,Spanish,Business,Chemistry,Chinese,History,0,0
1160,Political Science,Chinese,Business,Optimization,French,English,1,0
1161,Business,Algebra,Spanish,French,Astro Engineering,History,1,0
