,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
1293,Algebra,Business,Political Science,Chinese,Chorus1,Chorus2,0,1
1294,History,Machine Learning,Astro Engineering,Social Science,Chorus1,Chorus2,0,1
1295,Spanish,Optimization,Astro Engineering,Biology,Chorus1,Chorus2,0,1
1296,Political Science,Business,Chemistry,Spanish,Machine Learning,Social Science,0,0
1297,Algebra,Machine Learning,History,English,Chinese,Physics,0,0
1298,History,Machine Learning,English,Business,French,Spanish,0,0
1299,Social Science,Astro Engineering,Biology,Optimization,Chinese,French,0,0
1300,French,Political Science,Machine Learning,Astro Engineering,History,Chemistry,0,0
1301,Physics,Optimization,Chinese,English,Social Science,Astro Engineering,0,0
1302,Social Science,Business,Aero Engineering,Chinese,Biology,Machine Learning,0,0
1303,Social Science,Astro Engineering,Algebra,French,Chemistry,Aero Engineering,0,0
1304,Business,Astro Engineering,Spanish,Political Science,History,Chemistry,0,0
1305,English,Optimization,Machine Learning,Chinese,Chorus1,Chorus2,0,1
1306,Optimization,Biology,Social Science,French,Algebra,Machine Learning,1,0
1307,Physics,Aero Engineering,Machine Learning,Spanish,Business,Chinese,0,0
1308,Physics,Algebra,Optimization,Biology,Astro Engineering,Aero Engineering,0,0
1309,Political Science,Aero Engineering,Biology,English,Chorus1,Chorus2,0,1
1310,Chinese,Spanish,Aero Engineering,Biology,French,Astro Engineering,0,0
1311,Optimization,French,Algebra,Political Science,Business,Social Science,0,0
1312,Aero Engineering,English,Physics,Optimization,French,Social Science,0,0
1313,Biology,History,Physics,Chinese,Machine Learning,Chemistry,0,0
1314,Optimization,Algebra,Chemistry,Social Science,History,Business,1,0
1315,French,Chemistry,History,Biology,Chinese,Spanish,0,0
1316,Biology,Machine Learning,Social Science,Chemistry,French,Political Science,1,0
1317,History,Algebra,Machine Learning,Social Science,Chorus1,Chorus2,0,1
1318,History,French,Optimization,Social Science,English,Chinese,0,0
1319,Astro Engineering,Business,Chemistry,Aero Engineering,Physics,Political Science,0,0
1320,Chinese,Machine Learning,Algebra,English,French,Business,0,0
1321,Chemistry,Optimization,Spanish,Astro Engineering,Chorus1,Chorus2,0,1
1322,Aero Engineering,Machine Learning,Spanish,English,Physics,Social Science,1,0
1323,History,Optimization,Astro Engineering,Algebra,Chorus1,Chorus2,0,1
1324,Chinese,History,Machine Learning,Business,Political Science,Biology,0,0
1325,Astro Engineering,Chinese,Spanish,Algebra,Machine Learning,Aero Engineering,0,0
1326,Physics,Chemistry,Machine Learning,Biology,Business,French,0,0
1327,English,Optimization,Chinese,Aero Engineering,French,Machine Learning,0,0
1328,Business,Physics,Spanish,Astro Engineering,Aero Engineering,History,0,0
1329,Political Science,Algebra,Machine Learning,Chinese,Chorus1,Chorus2,0,1
1330,Algebra,Chinese,French,History,Physics,Machine Learning,0,0
1331,Machine Learning,Aero Engineering,Political Science,History,Chinese,Algebra,1,0
1332,English,Chinese,Business,Astro Engineering,Political Science,Social Science,0,0
1333,English,Chinese,History,Algebra,Aero Engineering,Machine Learning,0,0
1334,History,French,Biology,Machine Learning,Aero Engineering,Political Science,0,0
1335,Physics,Chemistry,Chinese,History,Social Science,Spanish,1,0
1336,French,Social Science,Machine Learning,Spanish,Algebra,History,1,0
1337,Biology,Optimization,Aero Engineering,Astro Engineering,Chemistry,Machine Learning,0,0
1338,Biology,Algebra,Optimization,English,Machine Learning,Business,0,0
1339,Optimization,English,History,Aero Engineering,Machine Learning,Chemistry,0,0
1340,Political Science,English,French,Spanish,Biology,Social Science,0,0
1341,Business,Political Science,French,Chinese,Spanish,Aero Engineering,1,0
1342,Machine Learning,Biology,English,Chinese,Optimization,Political Science,0,0
1343,Chemistry,Spanish,French,Optimization,Social Science,Aero Engineering,1,0
1344,Algebra,Machine Learning,History,French,Political Science,English,0,0
1345,Physics,French,Chinese,Astro Engineering,Spanish,Optimization,1,0
1346,Social Science,Astro Engineering,History,English,Chorus1,Chorus2,0,1
1347,History,Algebra,English,Chinese,Chorus1,Chorus2,0,1
1348,Astro Engineering,Aero Engineering,Political Science,Chinese,Optimization,Social Science,1,0
1349,Physics,Chinese,Business,Social Science,Chorus1,Chorus2,0,1
1350,French,Chemistry,Machine Learning,Aero Engineering,Chorus1,Chorus2,0,1
1351,Business,Spanish,English,Algebra,Aero Engineering,Chemistry,0,0
1352,History,Algebra,Aero Engineering,Biology,Chorus1,Chorus2,0,1
1353,Astro Engineering,Social Science,Physics,Algebra,Chorus1,Chorus2,0,1
1354,History,Biology,Aero Engineering,English,Chemistry,Machine Learning,0,0
1355,English,History,Chinese,Astro Engineering,Political Science,Machine Learning,1,0
1356,English,Machine Learning,Social Science,Algebra,Business,Astro Engineering,1,0
1357,Machine Learning,Biology,Social Science,Chinese,Spanish,English,1,0
1358,Algebra,Spanish,Astro Engineering,History,Physics,Business,1,0
1359,Physics,Chinese,Social Science,Aero Engineering,Spanish,English,0,0
1360,Astro Engineering,Chemistry,French,English,Biology,Political Science,1,0
1361,Business,Political Science,History,English,Optimization,Aero Engineering,0,0
1362,Spanish,Optimization,Political Science,Physics,Chemistry,Algebra,1,0
1363,Machine Learning,Physics,Chinese,Optimization,English,French,0,0
1364,French,Optimization,History,Business,Biology,Social Science,1,0
1365,History,Political Science,Biology,Chemistry,English,Spanish,0,0
1366,Spanish,Social Science,Chemistry,Machine Learning,Chorus1,Chorus2,0,1
1367,Political Science,Biology,Social Science,Aero Engineering,Chemistry,Optimization,0,0
1368,Chinese,Spanish,Biology,Aero Engineering,Social Science,English,0,0
1369,Optimization,English,Spanish,Astro Engineering,Chinese,Algebra,1,0
1370,Optimization,History,Political Science,Social Science,Chorus1,Chorus2,0,1
1371,History,Biology,Astro Engineering,Political Science,Chemistry,Spanish,1,0
1372,Physics,Algebra,Optimization,English,Biology,Political Science,0,0
1373,Biology,Machine Learning,Business,Astro Engineering,Chemistry,Spanish,0,0
1374,Optimization,Biology,Physics,Machine Learning,Chorus1,Chorus2,0,1
1375,Optimization,Physics,Business,History,English,Spanish,0,0
1376,Social Science,Algebra,Machine Learning,Business,Chorus1,Chorus2,0,1
1377,Political Science,Physics,Social Science,Chinese,Spanish,Astro Engineering,1,0
1378,Chemistry,Political Science,French,Biology,Business,Physics,1,0
1379,French,Aero Engineering,Business,Algebra,Machine Learning,Social Science,1,0
1380,English,Aero Engineering,Biology,Political Science,Business,Social Science,0,0
1381,Astro Engineering,Optimization,Political Science,Biology,History,Spanish,1,0
1382,Physics,Machine Learning,Business,Chemistry,Social Science,History,1,0
1383,French,Business,Biology,Machine Learning,Astro Engineering,Optimization,0,0
1384,Spanish,English,Chemistry,Biology,Algebra,Machine Learning,0,0
1385,Biology,Machine Learning,Aero Engineering,Spanish,French,Optimization,0,0
1386,Political Science,Optimization,Business,Aero Engineering,Chorus1,Chorus2,0,1
1387,Algebra,French,Aero Engineering,Chemistry,Chorus1,Chorus2,0,1
1388,Machine Learning,Biology,Astro Engineering,History,Algebra,Aero Engineering,0,0
1389,Astro Engineering,Business,Aero Engineering,French,Chorus1,Chorus2,0,1
1390,Astro Engineering,French,History,Optimization,Social Science,Chemistry,1,0
1391,Algebra,Physics,Aero Engineering,Biology,Machine Learning,English,0,0
1392,Spanish,Physics,Astro Engineering,Political Science,History,English,1,0
1393,Optimization,Aero Engineering,Physics,French,Spanish,Biology,1,0
1394,Optimization,Biology,Astro Engineering,Chinese,Chemistry,Social Science,0,0
1395,Chinese,Social Science,English,Business,Chorus1,Chorus2,0,1
1396,Chemistry,Machine Learning,Astro Engineering,Physics,Optimization,Social Science,0,0
1397,Algebra,Biology,Machine Learning,Business,Chinese,English,0,0
1398,History,Astro Engineering,Machine Learning,Business,Aero Engineering,English,0,0
1399,Biology,Optimization,History,Machine Learning,Chorus1,Chorus2,0,1
1400,Spanish,Political Science,Biology,History,Aero Engineering,Optimization,0,0
1401,Astro Engineering,Business,Social Science,Spanish,French,Machine Learning,1,0
1402,Biology,English,Political Science,Business,Chorus1,Chorus2,0,1
1403,Business,Political Science,Chemistry,Spanish,Aero Engineering,Biology,0,0
1404,Chinese,Biology,Algebra,History,Political Science,Physics,0,0
1405,Political Science,Physics,Chinese,English,History,French,0,0
1406,English,Business,Optimization,Chemistry,Astro Engineering,Chinese,1,0
1407,Physics,Optimization,French,Business,Chemistry,Political Science,0,0
1408,Business,Machine Learning,Algebra,Optimization,Physics,Chemistry,0,0
1409,English,Spanish,Social Science,Algebra,Chemistry,Chinese,1,0
1410,Algebra,Spanish,Optimization,Physics,English,Chemistry,1,0
1411,Chinese,Machine Learning,Algebra,Biology,Spanish,Optimization,0,0
1412,Business,Chinese,Chemistry,Spanish,Astro Engineering,Biology,0,0
1413,French,Chemistry,History,Aero Engineering,Chorus1,Chorus2,0,1
1414,Spanish,Physics,Algebra,Social Science,French,Political Science,0,0
1415,English,Business,Political Science,Algebra,Chinese,Optimization,0,0
1416,Spanish,Algebra,Chinese,Social Science,Chemistry,History,1,0
1417,French,Optimization,Biology,Machine Learning,Astro Engineering,Political Science,0,0
1418,Biology,English,Aero Engineering,Physics,Spanish,Social Science,0,0
1419,Algebra,Business,French,Physics,Machine Learning,Social Science,0,0
1420,French,Algebra,History,Aero Engineering,Chinese,Business,1,0
1421,Political Science,History,English,Spanish,Chinese,Machine Learning,0,0
1422,Physics,French,Political Science,Chemistry,Astro Engineering,Aero Engineering,0,0
1423,Astro Engineering,English,Physics,Aero Engineering,Chemistry,French,0,0
1424,Social Science,French,Chinese,History,Chorus1,Chorus2,0,1
1425,Physics,French,History,Spanish,Astro Engineering,Political Science,1,0
1426,Business,Astro Engineering,Chemistry,Aero Engineering,Chorus1,Chorus2,0,1
1427,Chinese,History,French,Physics,Spanish,Aero Engineering,0,0
1428,Political Science,Chinese,Business,Physics,Spanish,French,0,0
1429,Machine Learning,Spanish,Aero Engineering,Chemistry,History,Astro Engineering,0,0
1430,History,Algebra,Business,Optimization,Chemistry,Chinese,1,0
1431,Political Science,Machine Learning,Physics,History,Algebra,Astro Engineering,0,0
1432,Business,Spanish,Biology,Algebra,Chorus1,Chorus2,0,1
1433,English,History,Astro Engineering,Machine Learning,Biology,Spanish,0,0
1434,English,French,Chinese,Business,Biology,Algebra,1,0
1435,Chinese,Biology,French,Astro Engineering,Aero Engineering,English,1,0
1436,Astro Engineering,History,English,French,Biology,Algebra,0,0
1437,Chinese,Spanish,Algebra,Astro Engineering,English,Physics,0,0
1438,Spanish,Machine Learning,Aero Engineering,Algebra,Physics,Chinese,1,0
1439,Political Science,Social Science,Chemistry,Machine Learning,Aero Engineering,French,0,0
1440,French,Astro Engineering,Social Science,Spanish,Chinese,History,1,0
1441,History,Algebra,Biology,Political Science,Chorus1,Chorus2,0,1
1442,Chinese,Business,Spanish,Biology,Aero Engineering,Social Science,0,0
1443,Chinese,Chemistry,History,Physics,Chorus1,Chorus2,0,1
1444,Chinese,Astro Engineering,Algebra,Spanish,Machine Learning,Physics,1,0
1445,Chinese,Chemistry,Algebra,History,Spanish,Social Science,0,0
1446,Social Science,Spanish,Machine Learning,Algebra,Physics,English,1,0
1447,Biology,Optimization,Astro Engineering,Political Science,Machine Learning,Spanish,0,0
1448,Machine Learning,Biology,Social Science,Business,Physics,Optimization,0,0
1449,Business,Social Science,Physics,Biology,Chorus1,Chorus2,0,1
1450,Biology,English,Algebra,Political Science,Optimization,Chemistry,0,0
1451,Machine Learning,Astro Engineering,Physics,Business,History,Chemistry,0,0
1452,French,Machine Learning,Political Science,Astro Engineering,Chinese,Algebra,1,0
1453,Spanish,French,History,Business,Machine Learning,Aero Engineering,0,0
1454,Chemistry,Optimization,History,Business,Political Science,Algebra,1,0
1455,Business,Political Science,Social Science,Chinese,Biology,English,0,0
1456,Business,Biology,Political Science,Chinese,English,Astro Engineering,0,0
1457,Physics,Biology,English,Spanish,Chorus1,Chorus2,0,1
1458,French,Spanish,Social Science,Optimization,Chinese,English,0,0
1459,Optimization,Political Science,Algebra,Chinese,History,Biology,1,0
1460,Biology,Physics,Chinese,Social Science,Aero Engineering,Political Science,0,0
1461,Optimization,History,Chemistry,French,Biology,Political Science,0,0
1462,Chemistry,Aero Engineering,French,Machine Learning,Biology,Social Science,0,0
1463,Astro Engineering,Physics,History,Chinese,French,Social Science,0,0
1464,Optimization,Chinese,English,Aero Engineering,Chorus1,Chorus2,0,1
1465,Chemistry,Astro Engineering,Chinese,Optimization,Chorus1,Chorus2,0,1
1466,Chinese,Physics,Astro Engineering,English,Aero Engineering,Social Science,1,0
1467,Social Science,Physics,Optimization,English,Political Science,French,0,0
1468,Political Science,History,Spanish,Business,French,Physics,0,0
1469,English,Chinese,Social Science,History,Business,Chemistry,0,0
1470,Astro Engineering,French,Biology,Machine Learning,Aero Engineering,Social Science,0,0
1471,Biology,Aero Engineering,History,English,Chemistry,Business,1,0
1472,Machine Learning,Physics,History,Social Science,French,Political Science,0,0
1473,Optimization,Chinese,English,Political Science,Algebra,Astro Engineering,1,0
1474,Astro Engineering,Optimization,Physics,English,French,Aero Engineering,1,0
1475,English,Optimization,Algebra,Machine Learning,Aero Engineering,Political Science,0,0
1476,Political Science,English,Machine Learning,Social Science,Chorus1,Chorus2,0,1
1477,Social Science,Chinese,English,Business,Chemistry,History,1,0
1478,Machine Learning,Social Science,History,Algebra,Chemistry,Astro Engineering,1,0
1479,Algebra,Aero Engineering,History,English,Astro Engineering,Machine Learning,0,0
1480,Political Science,Biology,Chinese,History,Astro Engineering,Physics,1,0
1481,Biology,Machine Learning,Optimization,Chemistry,History,Physics,0,0
1482,Algebra,English,French,History,Chemistry,Social Science,1,0
1483,Political Science,Social Science,Business,Machine Learning,English,History,0,0
1484,English,Algebra,Political Science,Astro Engineering,Business,Spanish,1,0
1485,Astro Engineering,Business,Optimization,Chemistry,Chinese,Physics,0,0
1486,Aero Engineering,Astro Engineering,Social Science,Physics,Business,English,0,0
1487,History,Algebra,Machine Learning,Chemistry,Physics,French,1,0
1488,Spanish,Physics,Chemistry,Business,Chorus1,Chorus2,0,1
1489,Machine Learning,Chinese,French,Physics,Aero Engineering,Political Science,0,0
1490,Machine Learning,Chemistry,Business,Optimization,Spanish,Aero Engineering,1,0
1491,Business,Machine Learning,English,Astro Engineering,Optimization,Chemistry,0,0
1492,French,Algebra,Astro Engineering,Social Science,Spanish,History,1,0
1493,Chemistry,Astro Engineering,Physics,Political Science,Chinese,Optimization,1,0
1494,Optimization,Algebra,French,Astro Engineering,Business,Machine Learning,1,0
1495,Physics,Chinese,Social Science,Algebra,Political Science,History,0,0
1496,Chemistry,Physics,Social Science,Aero Engineering,Political Science,Algebra,0,0
1497,Chinese,Optimization,English,French,Algebra,Business,0,0
1498,Chemistry,History,Political Science,Chinese,Physics,Machine Learning,1,0
1499,Spanish,English,Political Science,Aero Engineering,Machine Learning,Chemistry,0,0
1500,Biology,Aero Engineering,Business,Chinese,History,French,1,0
1501,History,Optimization,Machine Learning,French,Algebra,Business,1,0
1502,Algebra,Astro Engineering,French,Machine Learning,Chorus1,Chorus2,0,1
1503,French,Biology,Chinese,Optimization,Business,Machine Learning,0,0
1504,Physics,Biology,Aero Engineering,Astro Engineering,Chorus1,Chorus2,0,1
1505,Aero Engineering,Algebra,Chemistry,Social Science,Chinese,Physics,0,0
1506,Algebra,Physics,Machine Learning,Chinese,Social Science,English,1,0
1507,Social Science,Chemistry,French,Biology,Aero Engineering,Machine Learning,1,0
1508,Biology,Political Science,Machine Learning,Algebra,Social Science,Astro Engineering,0,0
1509,Spanish,Biology,Political Science,Physics,Astro Engineering,French,0,0
1510,Algebra,Social Science,English,Biology,Machine Learning,Astro Engineering,0,0
1511,Social Science,Chemistry,Chinese,Political Science,Chorus1,Chorus2,0,1
1512,Social Science,Algebra,History,Spanish,Chorus1,Chorus2,0,1
1513,Biology,Algebra,Spanish,Social Science,French,Aero Engineering,0,0
1514,Political Science,Astro Engineering,Spanish,Machine Learning,Social Science,Biology,0,0
1515,Social Science,Chinese,Chemistry,Business,Chorus1,Chorus2,0,1
1516,Aero Engineering,Optimization,Social Science,French,Machine Learning,Biology,0,0
1517,History,Political Science,Chemistry,Business,Astro Engineering,Machine Learning,0,0
1518,Optimization,Aero Engineering,History,French,Machine Learning,Algebra,0,0
1519,Machine Learning,Algebra,Biology,Chinese,Chorus1,Chorus2,0,1
1520,Optimization,French,Machine Learning,English,Business,Chemistry,1,0
1521,Astro Engineering,English,Optimization,French,Chinese,Biology,0,0
1522,Physics,Optimization,Algebra,Aero Engineering,Biology,Political Science,0,0
1523,Biology,Chemistry,Social Science,Political Science,Algebra,Astro Engineering,0,0
1524,Physics,Political Science,Business,Social Science,History,Aero Engineering,0,0
1525,Aero Engineering,Biology,Business,Political Science,Algebra,Chinese,0,0
1526,French,Aero Engineering,Physics,Social Science,Political Science,Spanish,0,0
1527,Biology,English,Business,Spanish,Astro Engineering,Chemistry,0,0
1528,Spanish,Chinese,Astro Engineering,Chemistry,Optimization,French,1,0
1529,French,Astro Engineering,English,Optimization,Social Science,Algebra,0,0
1530,Algebra,Optimization,Social Science,English,Chorus1,Chorus2,0,1
1531,Chemistry,French,Physics,Social Science,Aero Engineering,Business,0,0
1532,Aero Engineering,History,Physics,Machine Learning,Astro Engineering,Chemistry,0,0
1533,English,Aero Engineering,Machine Learning,Political Science,Chinese,Chemistry,0,0
1534,Physics,Algebra,Chemistry,English,Political Science,Spanish,0,0
1535,History,Business,Physics,Optimization,English,Political Science,1,0
1536,Machine Learning,Chemistry,Political Science,Social Science,Aero Engineering,Astro Engineering,0,0
1537,Algebra,Social Science,Chemistry,French,Optimization,Astro Engineering,0,0
1538,Political Science,History,Astro Engineering,Biology,Chemistry,Machine Learning,0,0
1539,Aero Engineering,Machine Learning,French,Chemistry,Chorus1,Chorus2,0,1
1540,Chinese,English,Machine Learning,Political Science,Aero Engineering,Spanish,0,0
1541,French,Chemistry,Business,Algebra,Biology,History,0,0
1542,Astro Engineering,Chinese,Chemistry,Optimization,Chorus1,Chorus2,0,1
1543,Chemistry,Optimization,Physics,Biology,Political Science,Spanish,0,0
1544,Algebra,Aero Engineering,Physics,Machine Learning,English,Biology,0,0
1545,French,Chinese,Political Science,Chemistry,Machine Learning,History,1,0
1546,Physics,Spanish,Political Science,Astro Engineering,Chorus1,Chorus2,0,1
1547,Machine Learning,Algebra,French,English,Chorus1,Chorus2,0,1
1548,Spanish,Chinese,Aero Engineering,Machine Learning,Algebra,History,0,0
1549,History,Aero Engineering,Social Science,Political Science,Optimization,Chinese,0,0
1550,Chemistry,Astro Engineering,Social Science,Machine Learning,Spanish,Optimization,0,0
1551,Social Science,Political Science,Algebra,Astro Engineering,Business,History,1,0
1552,Astro Engineering,Physics,English,Social Science,Chorus1,Chorus2,0,1
1553,Political Science,Social Science,Business,History,Physics,Optimization,1,0
1554,English,Biology,Astro Engineering,History,Spanish,Chemistry,0,0
1555,Algebra,Machine Learning,Astro Engineering,Physics,Chorus1,Chorus2,0,1
1556,English,Social Science,Political Science,Physics,Algebra,Spanish,0,0
1557,History,Business,Optimization,Biology,Chorus1,Chorus2,0,1
1558,Chinese,French,Social Science,Algebra,Chorus1,Chorus2,0,1
1559,Machine Learning,Chemistry,Astro Engineering,History,Social Science,Aero Engineering,0,0
1560,Physics,French,Optimization,Biology,Political Science,English,0,0
1561,Aero Engineering,Business,Chinese,Physics,Social Science,Chemistry,0,0
1562,Chinese,Biology,Optimization,Aero Engineering,English,Social Science,1,0
1563,Chemistry,Optimization,Social Science,Spanish,Algebra,Business,0,0
1564,Business,Political Science,Biology,Chinese,History,Aero Engineering,0,0
1565,Political Science,Algebra,Chemistry,History,Business,Biology,1,0
1566,Business,Chinese,Spanish,Chemistry,Chorus1,Chorus2,0,1
1567,Optimization,English,Machine Learning,Spanish,Physics,Aero Engineering,0,0
1568,Aero Engineering,Spanish,History,Machine Learning,Optimization,Physics,0,0
1569,Aero Engineering,Biology,Machine Learning,Spanish,Business,Social Science,0,0
1570,Biology,Business,Chemistry,Political Science,Social Science,Astro Engineering,0,0
1571,Biology,Physics,Chinese,French,Optimization,Machine Learning,0,0
1572,Chinese,Business,Optimization,English,Aero Engineering,Spanish,1,0
1573,Algebra,Aero Engineering,Political Science,Biology,Chorus1,Chorus2,0,1
1574,French,Astro Engineering,History,Social Science,Chorus1,Chorus2,0,1
1575,Social Science,Optimization,English,Physics,Aero Engineering,Business,0,0
1576,Optimization,Algebra,Chinese,Social Science,Chorus1,Chorus2,0,1
1577,Optimization,Machine Learning,Chemistry,History,Physics,Chinese,1,0
1578,Physics,History,Astro Engineering,English,Machine Learning,Aero Engineering,0,0
1579,Social Science,History,Aero Engineering,French,Physics,Biology,1,0
1580,Spanish,English,Machine Learning,Political Science,Chorus1,Chorus2,0,1
1581,Machine Learning,Aero Engineering,History,Optimization,French,Spanish,0,0
1582,Chemistry,Business,Machine Learning,English,Aero Engineering,French,0,0
1583,Social Science,Aero Engineering,Spanish,Political Science,Astro Engineering,Business,0,0
1584,History,Aero Engineering,Political Science,Physics,Astro Engineering,Chinese,0,0
1585,Biology,Chinese,Machine Learning,English,Social Science,Optimization,0,0
1586,Optimization,Physics,Biology,French,Chorus1,Chorus2,0,1
1587,English,Business,Biology,Aero Engineering,Algebra,History,0,0
1588,Aero Engineering,Business,Astro Engineering,Optimization,Chorus1,Chorus2,0,1
1589,French,Social Science,Aero Engineering,Biology,Astro Engineering,History,1,0
1590,Social Science,Astro Engineering,English,History,Chorus1,Chorus2,0,1
1591,Algebra,Machine Learning,Chinese,Physics,Chorus1,Chorus2,0,1
1592,Business,Algebra,Spanish,Biology,Machine Learning,Aero Engineering,0,0
1593,Astro Engineering,Chemistry,Optimization,Business,Algebra,Political Science,0,0
1594,Physics,Business,Astro Engineering,Chemistry,Aero Engineering,Chinese,1,0
1595,French,History,Physics,Optimization,Aero Engineering,Chemistry,0,0
1596,Spanish,Astro Engineering,Optimization,Machine Learning,English,French,1,0
1597,Spanish,Physics,French,Astro Engineering,Biology,English,0,0
1598,Political Science,Social Science,Astro Engineering,Business,Chorus1,Chorus2,0,1
1599,Business,Political Science,Machine Learning,Optimization,Chinese,Algebra,0,0
1600,Chinese,Business,Social Science,Chemistry,Astro Engineering,Optimization,0,0
1601,Astro Engineering,Biology,Algebra,Optimization,Machine Learning,Chinese,1,0
1602,Astro Engineering,English,Chemistry,Biology,Physics,Spanish,0,0
1603,Physics,French,Optimization,Machine Learning,History,Business,1,0
1604,Social Science,Spanish,Physics,History,Algebra,French,0,0
1605,Aero Engineering,French,Chemistry,Spanish,Machine Learning,Astro Engineering,0,0
1606,Business,History,Astro Engineering,Aero Engineering,Algebra,English,0,0
1607,Astro Engineering,Aero Engineering,Social Science,Chinese,English,French,1,0
1608,Chinese,Machine Learning,Physics,Optimization,Biology,Chemistry,0,0
1609,Machine Learning,English,Optimization,Astro Engineering,Chorus1,Chorus2,0,1
1610,English,Astro Engineering,Chemistry,History,Social Science,Political Science,0,0
1611,Spanish,Astro Engineering,Social Science,Optimization,Chorus1,Chorus2,0,1
1612,Optimization,Social Science,History,Physics,Business,Algebra,0,0
1613,Political Science,Algebra,History,Machine Learning,Physics,Spanish,1,0
1614,Algebra,Political Science,Astro Engineering,History,Social Science,Biology,0,0
1615,Aero Engineering,Chemistry,English,Business,Social Science,Physics,1,0
1616,History,Optimization,Political Science,English,Chemistry,Machine Learning,0,0
1617,Business,Biology,Chinese,Algebra,French,Political Science,0,0
1618,Algebra,Physics,Biology,Chinese,Machine Learning,Astro Engineering,0,0
1619,Chemistry,Astro Engineering,Chinese,Machine Learning,French,Optimization,0,0
1620,Biology,Chinese,Aero Engineering,Algebra,Chemistry,English,1,0
1621,Business,English,Spanish,History,Social Science,Chemistry,0,0
1622,Business,Chemistry,Spanish,Algebra,Aero Engineering,Machine Learning,1,0
1623,English,Chinese,French,History,Optimization,Political Science,1,0
1624,Spanish,French,Optimization,Chemistry,Business,Physics,1,0
1625,Algebra,History,Spanish,French,English,Biology,1,0
1626,Machine Learning,Biology,Spanish,Chinese,Algebra,Chemistry,0,0
1627,French,English,Optimization,Aero Engineering,Astro Engineering,Biology,0,0
1628,Chemistry,History,Physics,Spanish,Political Science,Machine Learning,1,0
1629,Physics,Business,Chinese,History,Chorus1,Chorus2,0,1
1630,Astro Engineering,Spanish,Aero Engineering,Algebra,Machine Learning,English,0,0
1631,English,Physics,Machine Learning,Spanish,Chemistry,Aero Engineering,0,0
1632,Chinese,Spanish,Chemistry,Biology,Algebra,Political Science,1,0
1633,Physics,English,Astro Engineering,Algebra,French,Spanish,0,0
1634,Physics,Social Science,Biology,Spanish,Chinese,English,0,0
1635,English,Aero Engineering,French,Business,Biology,Chinese,1,0
1636,Political Science,English,Algebra,French,Physics,Optimization,0,0
1637,Political Science,Astro Engineering,Optimization,Algebra,Social Science,Chinese,0,0
1638,Algebra,Physics,Chinese,Astro Engineering,Business,Aero Engineering,0,0
1639,Chinese,Business,Social Science,French,English,Aero Engineering,1,0
1640,Chemistry,History,Chinese,Business,Optimization,Biology,1,0
1641,Business,Aero Engineering,Machine Learning,Biology,English,French,0,0
1642,Physics,Spanish,Machine Learning,Aero Engineering,History,French,0,0
1643,Algebra,Astro Engineering,Political Science,Chinese,Chemistry,History,0,0
1644,Astro Engineering,French,Political Science,Physics,Optimization,Machine Learning,1,0
1645,Social Science,Biology,Chemistry,Chinese,Physics,Machine Learning,0,0
1646,Machine Learning,Business,Astro Engineering,French,Algebra,Physics,0,0
1647,Algebra,Business,Political Science,Social Science,French,English,0,0
1648,Biology,History,Machine Learning,French,Political Science,Physics,0,0
1649,Social Science,History,Business,Optimization,Astro Engineering,Algebra,0,0
1650,Optimization,English,Chinese,Social Science,Chorus1,Chorus2,0,1
1651,Biology,Machine Learning,French,Aero Engineering,Chemistry,Political Science,0,0
1652,Chinese,Physics,English,Spanish,Aero Engineering,Biology,0,0
1653,Physics,Political Science,English,Spanish,French,Business,0,0
1654,Political Science,Business,Aero Engineering,Optimization,Chorus1,Chorus2,0,1
1655,Social Science,Astro Engineering,Optimization,Biology,History,Business,0,0
1656,Political Science,Algebra,Chemistry,English,Astro Engineering,Chinese,0,0
1657,Chemistry,Optimization,Political Science,Astro Engineering,Chorus1,Chorus2,0,1
1658,French,Social Science,Optimization,Algebra,Chorus1,Chorus2,0,1
1659,Aero Engineering,French,Business,English,Political Science,Spanish,0,0
1660,Biology,Spanish,English,Aero Engineering,Physics,Chemistry,0,0
1661,Chinese,Aero Engineering,Optimization,History,Machine Learning,Physics,0,0
1662,Chinese,French,Machine Learning,Aero Engineering,Chorus1,Chorus2,0,1
1663,Chinese,Chemistry,Biology,Political Science,Business,Aero Engineering,0,0
1664,English,Astro Engineering,Biology,Machine Learning,Optimization,Algebra,0,0
1665,Machine Learning,Astro Engineering,Business,French,Biology,Social Science,0,0
1666,English,History,Social Science,Physics,Chorus1,Chorus2,0,1
1667,Astro Engineering,Algebra,Social Science,Biology,Chorus1,Chorus2,0,1
1668,Astro Engineering,Business,History,Political Science,English,Physics,0,0
1669,Political Science,Spanish,Physics,History,Astro Engineering,Chinese,1,0
1670,Biology,Business,Chinese,Spanish,French,Algebra,1,0
1671,Algebra,Astro Engineering,Machine Learning,Political Science,Physics,Social Science,0,0
1672,English,Social Science,French,Business,Machine Learning,Political Science,0,0
1673,Social Science,History,Algebra,Physics,Biology,Chemistry,0,0
1674,Algebra,Machine Learning,English,Chemistry,Astro Engineering,Political Science,0,0
1675,Social Science,Physics,Spanish,Machine Learning,Algebra,History,0,0
1676,English,Physics,Chemistry,History,Aero Engineering,French,0,0
1677,Social Science,Aero Engineering,Chinese,Biology,Chemistry,Business,0,0
1678,Chinese,Astro Engineering,Business,Algebra,Aero Engineering,Social Science,0,0
1679,Physics,Spanish,Business,English,French,Algebra,0,0
