,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
1641,Business,Chinese,Spanish,Chemistry,Social Science,Optimization,0,0
1642,Chemistry,Physics,Spanish,Aero Engineering,Chinese,Machine Learning,0,0
1643,Aero Engineering,Spanish,Machine Learning,Social Science,History,Optimization,0,0
1644,Physics,History,English,Spanish,Aero Engineering,Astro Engineering,1,0
1645,Astro Engineering,Physics,Optimization,English,Spanish,Political Science,0,0
1646,Political Science,Business,Social Science,Spanish,Algebra,Chemistry,1,0
1647,Biology,Algebra,Physics,Chemistry,Chinese,French,1,0
1648,Aero Engineering,Spanish,French,Social Science,Chinese,Optimization,0,0
1649,Machine Learning,Physics,Spanish,History,French,Algebra,0,0
1650,Social Science,Business,Chemistry,Chinese,Chorus1,Chorus2,0,1
1651,Physics,French,Spanish,Optimization,English,Aero Engineering,0,0
1652,Aero Engineering,Business,Astro Engineering,Political Science,Algebra,History,0,0
1653,Spanish,French,Business,Astro Engineering,Machine Learning,Chinese,0,0
1654,English,Astro Engineering,French,Social Science,Political Science,Biology,0,0
1655,English,Optimization,Chinese,History,Chorus1,Chorus2,0,1
1656,Spanish,Political Science,English,Social Science,Chinese,Biology,0,0
1657,Aero Engineering,Spanish,Political Science,Chemistry,Chinese,Astro Engineering,0,0
1658,Spanish,Chinese,Political Science,Aero Engineering,Chorus1,Chorus2,0,1
1659,French,Social Science,Chinese,Chemistry,Biology,Spanish,0,0
1660,Algebra,Machine Learning,Political Science,Social Science,Chemistry,Aero Engineering,0,0
1661,Aero Engineering,Social Science,Optimization,History,Chorus1,Chorus2,0,1
1662,Spanish,Aero Engineering,Social Science,Biology,Chemistry,Political Science,0,0
1663,History,Chemistry,Social Science,Algebra,Political Science,Astro Engineering,0,0
1664,Spanish,Astro Engineering,Social Science,Chinese,Optimization,Algebra,0,0
1665,Chemistry,History,Political Science,Machine Learning,Algebra,English,1,0
1666,Astro Engineering,Algebra,English,History,Political Science,Social Science,1,0
1667,Chinese,Chemistry,Biology,Physics,Chorus1,Chorus2,0,1
1668,Aero Engineering,Chemistry,Algebra,Physics,Chorus1,Chorus2,0,1
1669,Business,Spanish,Chinese,Astro Engineering,Social Science,Physics,0,0
1670,Chinese,History,French,Machine Learning,Spanish,Biology,0,0
1671,Optimization,Chinese,French,Business,Machine Learning,Physics,1,0
1672,Spanish,Business,French,History,English,Chemistry,0,0
1673,Aero Engineering,Astro Engineering,English,Physics,Chorus1,Chorus2,0,1
1674,Chemistry,Optimization,Business,Social Science,Chorus1,Chorus2,0,1
1675,Algebra,Biology,French,Spanish,History,Astro Engineering,0,0
1676,Astro Engineering,Chemistry,French,Political Science,Social Science,Biology,1,0
1677,Optimization,Aero Engineering,Biology,French,English,History,1,0
1678,Social Science,Machine Learning,English,Algebra,Biology,Astro Engineering,0,0
1679,Aero Engineering,Algebra,Business,French,History,Political Science,0,0
1680,Aero Engineering,English,Chemistry,Business,Algebra,Optimization,0,0
1681,Chinese,Chemistry,Machine Learning,Astro Engineering,Aero Engineering,Social Science,0,0
1682,History,Chinese,Social Science,Astro Engineering,Spanish,Algebra,0,0
1683,Machine Learning,History,Optimization,Business,Biology,Astro Engineering,1,0
1684,Machine Learning,English,Optimization,Chemistry,History,Chinese,0,0
1685,Machine Learning,Biology,Chemistry,Physics,Astro Engineering,Aero Engineering,1,0
1686,Algebra,Physics,Political Science,Chemistry,Chorus1,Chorus2,0,1
1687,Social Science,Political Science,Biology,English,Aero Engineering,Astro Engineering,0,0
1688,History,Social Science,Machine Learning,Algebra,Astro Engineering,Aero Engineering,0,0
1689,Spanish,Algebra,Aero Engineering,Chemistry,Chorus1,Chorus2,0,1
1690,English,Business,French,Chemistry,Physics,Algebra,0,0
1691,Aero Engineering,Algebra,French,Social Science,Chorus1,Chorus2,0,1
1692,Optimization,Machine Learning,Algebra,Chinese,Chorus1,Chorus2,0,1
1693,Biology,Business,Chemistry,Optimization,History,Social Science,0,0
1694,Political Science,History,Chinese,Astro Engineering,Chorus1,Chorus2,0,1
1695,Chinese,Aero Engineering,Business,Physics,Chemistry,Biology,1,0
1696,Physics,Biology,Aero Engineering,Social Science,Optimization,Political Science,0,0
1697,English,Aero Engineering,Machine Learning,Spanish,Chorus1,Chorus2,0,1
1698,Political Science,Spanish,Physics,Biology,Chemistry,History,0,0
1699,History,Astro Engineering,Chinese,Biology,Political Science,Algebra,0,0
1700,Spanish,French,Social Science,Algebra,History,Political Science,0,0
1701,Machine Learning,Business,French,Social Science,Astro Engineering,English,0,0
1702,Optimization,Machine Learning,French,English,Aero Engineering,History,0,0
1703,History,Algebra,Biology,Optimization,English,Social Science,0,0
1704,French,Chinese,Political Science,Astro Engineering,Business,Biology,1,0
1705,Astro Engineering,Chemistry,History,Physics,Optimization,Spanish,0,0
1706,Algebra,Physics,Astro Engineering,Chinese,Spanish,Political Science,1,0
1707,Chemistry,History,Optimization,Business,Algebra,Astro Engineering,1,0
1708,Machine Learning,French,English,Algebra,Aero Engineering,Spanish,1,0
1709,Chemistry,Algebra,Optimization,Aero Engineering,Machine Learning,Political Science,0,0
1710,Chinese,Chemistry,Political Science,Optimization,Aero Engineering,French,0,0
1711,History,Algebra,Optimization,Astro Engineering,Political Science,Physics,1,0
1712,Algebra,Optimization,Physics,Spanish,Astro Engineering,Business,1,0
1713,Optimization,Aero Engineering,Social Science,English,Physics,Biology,0,0
1714,Political Science,French,English,Business,Chorus1,Chorus2,0,1
1715,English,Machine Learning,Social Science,History,Chemistry,Astro Engineering,1,0
1716,Optimization,Physics,Algebra,History,Chorus1,Chorus2,0,1
1717,Physics,Chemistry,Optimization,Business,Algebra,Chinese,0,0
1718,Chemistry,Optimization,Chinese,Machine Learning,Aero Engineering,French,1,0
1719,Optimization,History,Physics,Social Science,Political Science,Machine Learning,0,0
1720,Algebra,Machine Learning,Social Science,English,Astro Engineering,Physics,0,0
1721,Aero Engineering,Chinese,Biology,History,Optimization,Astro Engineering,0,0
1722,Biology,French,Physics,Chemistry,Optimization,Business,1,0
1723,Astro Engineering,Machine Learning,Algebra,Social Science,Political Science,History,0,0
1724,Business,Chinese,Algebra,Chemistry,Spanish,Optimization,1,0
1725,French,Business,Physics,Spanish,Chorus1,Chorus2,0,1
1726,Optimization,Business,Political Science,Machine Learning,Spanish,Social Science,0,0
1727,Aero Engineering,Chinese,Physics,Social Science,French,Biology,0,0
1728,Algebra,Chinese,Social Science,Optimization,Physics,French,0,0
1729,Machine Learning,Biology,Business,Optimization,Social Science,English,0,0
1730,Algebra,Chemistry,English,Machine Learning,Political Science,History,0,0
1731,Political Science,Algebra,Biology,Astro Engineering,Chorus1,Chorus2,0,1
1732,Physics,Astro Engineering,Social Science,Biology,History,Political Science,0,0
1733,Political Science,Astro Engineering,Chinese,Social Science,Spanish,French,0,0
1734,Optimization,Social Science,Machine Learning,English,Chemistry,Aero Engineering,0,0
1735,Social Science,Aero Engineering,Optimization,Spanish,English,Business,0,0
1736,Chemistry,Astro Engineering,History,French,English,Chinese,0,0
1737,Astro Engineering,English,Chinese,Algebra,Spanish,Chemistry,1,0
1738,Chemistry,Optimization,Aero Engineering,Chinese,Chorus1,Chorus2,0,1
1739,Spanish,Algebra,Machine Learning,Astro Engineering,Chorus1,Chorus2,0,1
1740,History,Machine Learning,Optimization,Astro Engineering,Social Science,Business,0,0
1741,Social Science,French,Algebra,Business,Physics,Chemistry,1,0
1742,Aero Engineering,Optimization,History,Biology,Physics,Political Science,1,0
1743,Chemistry,Spanish,Aero Engineering,Machine Learning,History,Algebra,0,0
1744,Physics,Optimization,Business,Astro Engineering,Chorus1,Chorus2,0,1
1745,Chinese,Physics,Aero Engineering,Optimization,Spanish,Machine Learning,0,0
1746,Political Science,Spanish,English,Chemistry,Business,Chinese,1,0
1747,Machine Learning,Optimization,Social Science,Chinese,Chorus1,Chorus2,0,1
1748,History,Business,French,Algebra,Astro Engineering,Physics,0,0
1749,Social Science,Machine Learning,English,Political Science,Optimization,Biology,0,0
1750,Chemistry,French,Machine Learning,Political Science,Optimization,Algebra,0,0
1751,English,French,Political Science,Machine Learning,Chinese,Business,1,0
1752,History,English,Astro Engineering,Social Science,Political Science,Biology,1,0
1753,Algebra,Optimization,Spanish,Aero Engineering,Biology,French,1,0
1754,Aero Engineering,Chinese,Astro Engineering,Physics,Optimization,Business,0,0
1755,Optimization,English,Social Science,Aero Engineering,Physics,Astro Engineering,0,0
1756,Machine Learning,Business,Aero Engineering,History,Chinese,Astro Engineering,1,0
1757,Chinese,Aero Engineering,French,History,Chorus1,Chorus2,0,1
1758,Physics,Business,Social Science,Machine Learning,Chorus1,Chorus2,0,1
1759,Chemistry,Social Science,Political Science,French,Machine Learning,Aero Engineering,0,0
1760,English,Spanish,Political Science,Astro Engineering,Algebra,Machine Learning,1,0
1761,Political Science,History,Optimization,Astro Engineering,Chorus1,Chorus2,0,1
1762,English,Chinese,Biology,Aero Engineering,Algebra,Physics,0,0
1763,Spanish,Machine Learning,Aero Engineering,Business,Chorus1,Chorus2,0,1
1764,Astro Engineering,Political Science,Optimization,Physics,Spanish,History,0,0
1765,French,Machine Learning,Algebra,Physics,Social Science,Optimization,1,0
1766,Business,Political Science,Chemistry,Aero Engineering,Physics,English,0,0
1767,Spanish,English,Social Science,Algebra,Chorus1,Chorus2,0,1
1768,Aero Engineering,French,Machine Learning,Biology,Social Science,Spanish,0,0
1769,English,Physics,Machine Learning,Astro Engineering,Optimization,Chemistry,0,0
1770,Aero Engineering,Political Science,Physics,French,Business,Spanish,0,0
1771,Physics,Biology,Chinese,Optimization,Political Science,Spanish,0,0
1772,Physics,Biology,Business,Social Science,French,Algebra,1,0
1773,Optimization,Chemistry,English,Political Science,Chorus1,Chorus2,0,1
1774,French,Machine Learning,Biology,Chinese,Chorus1,Chorus2,0,1
1775,Chinese,Astro Engineering,Social Science,Business,Algebra,Physics,0,0
1776,Machine Learning,Spanish,Business,Optimization,Chemistry,French,0,0
1777,Chinese,History,Business,Social Science,English,Algebra,0,0
1778,Aero Engineering,Optimization,French,Spanish,Machine Learning,History,0,0
1779,Algebra,Political Science,Biology,Machine Learning,Chorus1,Chorus2,0,1
1780,Biology,Aero Engineering,Political Science,Spanish,Chinese,English,0,0
1781,Political Science,Physics,Astro Engineering,English,Biology,History,1,0
1782,Astro Engineering,Optimization,English,Chemistry,Spanish,Political Science,0,0
1783,Optimization,Biology,French,English,Machine Learning,Social Science,1,0
1784,English,Chinese,Algebra,Social Science,Physics,History,0,0
1785,Chemistry,Physics,Biology,Social Science,Spanish,Business,0,0
1786,Business,Astro Engineering,Biology,Algebra,Chorus1,Chorus2,0,1
1787,Business,Physics,Astro Engineering,English,Chorus1,Chorus2,0,1
1788,Astro Engineering,Social Science,Chemistry,French,Chinese,Aero Engineering,0,0
1789,French,English,Astro Engineering,Spanish,Business,Physics,0,0
1790,Astro Engineering,Physics,Spanish,Political Science,Business,Chemistry,1,0
1791,Business,Biology,Algebra,French,Physics,Spanish,0,0
1792,Algebra,Chinese,English,Optimization,History,French,0,0
1793,French,Biology,English,Astro Engineering,Spanish,Optimization,1,0
1794,Chemistry,History,Astro Engineering,Machine Learning,Political Science,Business,1,0
1795,Biology,Physics,Political Science,English,Chorus1,Chorus2,0,1
1796,History,Political Science,Spanish,Chinese,Chemistry,Astro Engineering,1,0
1797,Chemistry,Social Science,Business,Optimization,Astro Engineering,Chinese,1,0
1798,Astro Engineering,Machine Learning,Optimization,Biology,Chinese,Business,1,0
1799,Social Science,Chemistry,Physics,Political Science,English,Machine Learning,0,0
1800,Astro Engineering,Spanish,Business,English,History,Aero Engineering,0,0
1801,Aero Engineering,Spanish,Physics,History,Astro Engineering,Political Science,0,0
1802,Biology,Chemistry,English,Algebra,Machine Learning,French,0,0
1803,English,Aero Engineering,Optimization,Spanish,Biology,Algebra,0,0
1804,Chinese,Biology,Business,Aero Engineering,Chorus1,Chorus2,0,1
1805,Biology,Political Science,Optimization,French,Astro Engineering,Physics,1,0
1806,Spanish,Business,Aero Engineering,Algebra,Chinese,Biology,0,0
1807,Chinese,Social Science,History,Optimization,Machine Learning,Business,0,0
1808,Optimization,Chemistry,Political Science,French,Physics,Machine Learning,0,0
1809,Spanish,Physics,Aero Engineering,Chemistry,Political Science,English,0,0
1810,Astro Engineering,Aero Engineering,English,Chinese,French,Business,0,0
1811,Biology,Algebra,Physics,Chinese,History,Political Science,0,0
1812,Business,Algebra,Chemistry,Astro Engineering,English,History,1,0
1813,Biology,Spanish,Chinese,Chemistry,Chorus1,Chorus2,0,1
1814,Chemistry,Spanish,Biology,Algebra,Chinese,Optimization,1,0
1815,Chinese,Business,Algebra,Machine Learning,French,Biology,1,0
1816,Biology,French,Chemistry,Chinese,Chorus1,Chorus2,0,1
1817,Biology,Algebra,History,French,Chorus1,Chorus2,0,1
1818,English,Algebra,Social Science,History,Chemistry,Machine Learning,0,0
1819,English,Spanish,Algebra,Astro Engineering,Machine Learning,Aero Engineering,0,0
1820,Physics,Spanish,English,French,Optimization,Business,1,0
1821,Physics,Chinese,History,Social Science,Chorus1,Chorus2,0,1
1822,French,Physics,Spanish,Optimization,Biology,Astro Engineering,0,0
1823,Political Science,Spanish,Machine Learning,Astro Engineering,Chorus1,Chorus2,0,1
1824,English,Business,Chemistry,Aero Engineering,Spanish,History,0,0
1825,English,French,Astro Engineering,Business,Social Science,Physics,0,0
1826,History,Political Science,English,Physics,Chemistry,Optimization,0,0
1827,Social Science,Optimization,Political Science,Astro Engineering,Chorus1,Chorus2,0,1
1828,Aero Engineering,Business,Physics,Machine Learning,Chorus1,Chorus2,0,1
1829,Social Science,Machine Learning,Chinese,Biology,Chorus1,Chorus2,0,1
1830,Social Science,Business,Astro Engineering,History,Political Science,Biology,1,0
1831,Machine Learning,Political Science,History,Chemistry,Optimization,English,0,0
1832,Optimization,Chinese,French,Business,English,Aero Engineering,0,0
1833,Astro Engineering,Physics,English,Business,French,Biology,1,0
1834,Physics,Astro Engineering,Machine Learning,French,Spanish,Optimization,0,0
1835,Social Science,Algebra,Chemistry,Astro Engineering,Chorus1,Chorus2,0,1
1836,Astro Engineering,Business,Algebra,Political Science,Biology,English,1,0
1837,English,Biology,Physics,Chemistry,Chorus1,Chorus2,0,1
1838,Spanish,Astro Engineering,French,Algebra,Chorus1,Chorus2,0,1
1839,English,Chinese,Astro Engineering,Political Science,Physics,Spanish,0,0
1840,Optimization,Astro Engineering,Aero Engineering,Chinese,English,Political Science,1,0
1841,Physics,Machine Learning,Chinese,English,Chemistry,Business,1,0
1842,Chemistry,Optimization,Business,Physics,Biology,Astro Engineering,1,0
1843,Biology,Political Science,Aero Engineering,Spanish,Chorus1,Chorus2,0,1
1844,Machine Learning,Chinese,Spanish,Optimization,Astro Engineering,Chemistry,0,0
1845,Social Science,Biology,Political Science,French,History,English,0,0
1846,Biology,Physics,Political Science,Spanish,English,Business,0,0
1847,Aero Engineering,Chemistry,Social Science,Business,French,Physics,0,0
1848,Social Science,Business,Spanish,Physics,Algebra,French,1,0
1849,Spanish,Business,Political Science,Chemistry,Chorus1,Chorus2,0,1
1850,Spanish,Biology,Chemistry,Aero Engineering,Business,Physics,0,0
1851,Biology,Spanish,Astro Engineering,English,French,Political Science,1,0
1852,Algebra,Social Science,Business,Optimization,History,Political Science,0,0
1853,Algebra,Biology,Chinese,History,Astro Engineering,Spanish,1,0
1854,Optimization,Biology,Machine Learning,History,French,Social Science,0,0
1855,Machine Learning,Astro Engineering,History,Chemistry,Aero Engineering,Political Science,0,0
1856,Machine Learning,Spanish,Political Science,Optimization,Chorus1,Chorus2,0,1
1857,Optimization,Political Science,Physics,Machine Learning,Spanish,Chemistry,0,0
1858,History,Political Science,Spanish,Machine Learning,Chinese,Physics,0,0
1859,Optimization,Chinese,Business,English,Physics,Social Science,0,0
1860,Business,Algebra,English,Machine Learning,Physics,Aero Engineering,0,0
1861,Algebra,Spanish,Optimization,Biology,History,English,0,0
1862,Optimization,Astro Engineering,English,Biology,Aero Engineering,Political Science,0,0
1863,Business,English,Biology,Aero Engineering,History,Spanish,0,0
1864,Aero Engineering,Business,Biology,Optimization,Political Science,Social Science,0,0
1865,Social Science,Aero Engineering,Astro Engineering,Chinese,Physics,Machine Learning,0,0
1866,Political Science,Business,Machine Learning,History,French,Optimization,0,0
1867,Spanish,Chinese,Machine Learning,Political Science,Algebra,Chemistry,1,0
1868,Social Science,Chemistry,Physics,Chinese,Astro Engineering,Business,0,0
1869,Political Science,Business,English,Social Science,Spanish,Aero Engineering,1,0
1870,Biology,Algebra,Aero Engineering,Chemistry,History,English,0,0
1871,Spanish,Algebra,Chemistry,History,Optimization,Chinese,1,0
1872,Machine Learning,History,Spanish,Chemistry,Business,Political Science,0,0
1873,Algebra,Aero Engineering,Political Science,Chinese,History,Business,0,0
1874,Political Science,English,French,Astro Engineering,Biology,Optimization,0,0
1875,Aero Engineering,Optimization,Political Science,Physics,Astro Engineering,Algebra,1,0
1876,Spanish,Political Science,Machine Learning,Biology,Physics,Aero Engineering,0,0
1877,Chemistry,Machine Learning,Aero Engineering,Algebra,Astro Engineering,Chinese,1,0
1878,Chemistry,Chinese,History,Aero Engineering,Business,French,0,0
1879,Chemistry,Physics,Machine Learning,Spanish,French,Aero Engineering,0,0
1880,Political Science,Algebra,Chemistry,English,French,Social Science,0,0
1881,Chemistry,Aero Engineering,History,Machine Learning,Algebra,Astro Engineering,0,0
1882,French,Chemistry,Chinese,Algebra,Optimization,Political Science,1,0
1883,History,Social Science,English,Chemistry,Physics,Political Science,1,0
1884,Political Science,English,Social Science,Biology,Optimization,Physics,1,0
1885,Machine Learning,Algebra,French,History,Spanish,Business,0,0
1886,History,English,Machine Learning,Physics,Optimization,Biology,0,0
1887,Spanish,Aero Engineering,Optimization,Astro Engineering,French,Biology,1,0
1888,Chemistry,Aero Engineering,Political Science,Astro Engineering,French,Optimization,0,0
1889,History,Business,French,Biology,Algebra,Chemistry,0,0
1890,Physics,Chemistry,Algebra,Chinese,English,Biology,0,0
1891,Chinese,Astro Engineering,Algebra,Spanish,Optimization,Social Science,0,0
1892,Spanish,Chemistry,Physics,Chinese,English,Machine Learning,1,0
1893,Chinese,Physics,Spanish,Aero Engineering,Algebra,Business,1,0
1894,Chemistry,French,Business,History,Astro Engineering,Biology,0,0
1895,Optimization,Aero Engineering,Chemistry,Biology,Chorus1,Chorus2,0,1
1896,Aero Engineering,Chinese,Political Science,Biology,Chorus1,Chorus2,0,1
1897,Social Science,Astro Engineering,Algebra,Chemistry,Optimization,Biology,0,0
1898,Chinese,Political Science,Biology,Business,French,Astro Engineering,1,0
1899,History,English,Machine Learning,Biology,Spanish,Astro Engineering,1,0
1900,Business,Optimization,French,Aero Engineering,Political Science,Astro Engineering,0,0
1901,Machine Learning,Algebra,Spanish,Social Science,Chinese,Chemistry,0,0
1902,Chinese,Business,English,Algebra,Chorus1,Chorus2,0,1
1903,Chemistry,Biology,Business,French,History,Political Science,0,0
1904,Physics,Optimization,Aero Engineering,Political Science,Chorus1,Chorus2,0,1
1905,Chinese,Aero Engineering,Social Science,Machine Learning,Political Science,Business,0,0
1906,Machine Learning,Aero Engineering,Political Science,Optimization,Chorus1,Chorus2,0,1
1907,Spanish,Political Science,Biology,Chemistry,Astro Engineering,Physics,0,0
1908,Aero Engineering,French,Biology,Spanish,English,Political Science,0,0
1909,Aero Engineering,Business,Chemistry,Physics,History,Social Science,0,0
1910,Algebra,Business,Political Science,Chemistry,Machine Learning,English,0,0
1911,Algebra,History,Political Science,Biology,Aero Engineering,Chemistry,1,0
1912,Physics,English,Spanish,Social Science,Chorus1,Chorus2,0,1
1913,Biology,English,Chemistry,Political Science,History,Algebra,0,0
1914,French,Chinese,Political Science,Aero Engineering,Chorus1,Chorus2,0,1
1915,Algebra,English,Physics,History,Chorus1,Chorus2,0,1
1916,English,Astro Engineering,Physics,Chemistry,Optimization,Business,0,0
1917,Optimization,Spanish,Aero Engineering,Machine Learning,French,Biology,0,0
1918,Astro Engineering,Business,Chinese,Physics,Algebra,Machine Learning,0,0
1919,Biology,Spanish,Chemistry,Business,Aero Engineering,Astro Engineering,1,0
1920,French,Biology,Chinese,Social Science,Business,Astro Engineering,0,0
1921,Physics,Aero Engineering,Machine Learning,Astro Engineering,Business,Spanish,1,0
1922,Optimization,Social Science,Political Science,Business,Machine Learning,French,0,0
1923,Aero Engineering,English,Business,Algebra,Machine Learning,Spanish,0,0
1924,Chemistry,Machine Learning,Biology,Political Science,Optimization,Algebra,0,0
1925,Algebra,Physics,Business,French,Spanish,Aero Engineering,1,0
1926,French,Physics,Machine Learning,Optimization,Social Science,Aero Engineering,1,0
1927,English,French,Machine Learning,Spanish,Chorus1,Chorus2,0,1
1928,Social Science,French,Machine Learning,Astro Engineering,English,Aero Engineering,0,0
1929,Astro Engineering,English,Political Science,History,Physics,Chemistry,0,0
1930,Political Science,English,French,Spanish,Chorus1,Chorus2,0,1
1931,Algebra,Physics,French,Astro Engineering,Chemistry,English,0,0
1932,Astro Engineering,Machine Learning,Chemistry,Business,Chorus1,Chorus2,0,1
1933,Spanish,Optimization,French,Machine Learning,English,Biology,0,0
1934,Spanish,Aero Engineering,History,Business,Biology,Social Science,1,0
1935,French,History,Algebra,Astro Engineering,Chemistry,Optimization,1,0
1936,Machine Learning,Social Science,Optimization,French,Chorus1,Chorus2,0,1
1937,Chemistry,Biology,French,Physics,Chorus1,Chorus2,0,1
1938,Political Science,Astro Engineering,Social Science,English,Chorus1,Chorus2,0,1
1939,English,Algebra,Chinese,Aero Engineering,Chemistry,French,1,0
1940,English,French,Algebra,Social Science,Chemistry,Physics,1,0
1941,Spanish,Optimization,Business,Physics,Chorus1,Chorus2,0,1
1942,Algebra,English,Astro Engineering,Aero Engineering,Social Science,History,0,0
1943,Chinese,Machine Learning,French,Astro Engineering,Physics,Chemistry,0,0
1944,Chinese,French,Aero Engineering,Biology,Chorus1,Chorus2,0,1
1945,Aero Engineering,History,Social Science,Optimization,Chinese,Algebra,0,0
1946,English,Chemistry,French,Aero Engineering,Chorus1,Chorus2,0,1
1947,History,Optimization,Aero Engineering,Chemistry,Social Science,French,0,0
1948,Optimization,Aero Engineering,Physics,French,Chorus1,Chorus2,0,1
1949,Social Science,English,Algebra,Biology,Political Science,Business,0,0
1950,Business,Aero Engineering,Chinese,Algebra,Political Science,Machine Learning,0,0
1951,Algebra,French,Machine Learning,English,Aero Engineering,Physics,0,0
1952,Biology,Algebra,Chemistry,Business,Physics,Aero Engineering,1,0
1953,Biology,English,Aero Engineering,Optimization,Chorus1,Chorus2,0,1
1954,Chemistry,Social Science,Biology,Political Science,History,French,0,0
1955,History,Biology,Algebra,French,Spanish,Optimization,0,0
1956,History,Political Science,Aero Engineering,Chinese,Chorus1,Chorus2,0,1
1957,Optimization,Business,Biology,Physics,Chorus1,Chorus2,0,1
1958,English,Optimization,Machine Learning,Physics,French,Chinese,0,0
1959,Aero Engineering,Biology,English,Algebra,Business,Political Science,0,0
1960,Political Science,Astro Engineering,Spanish,Business,French,Physics,0,0
1961,History,Physics,Business,Chinese,Astro Engineering,Machine Learning,1,0
1962,Chinese,Business,Optimization,Biology,Machine Learning,Algebra,1,0
1963,Machine Learning,English,Aero Engineering,Chemistry,Chorus1,Chorus2,0,1
1964,Algebra,Political Science,Social Science,English,Chorus1,Chorus2,0,1
1965,Aero Engineering,Business,Political Science,Physics,Optimization,French,1,0
1966,Biology,Astro Engineering,Optimization,Political Science,Chinese,French,0,0
1967,English,Biology,Algebra,Spanish,Chorus1,Chorus2,0,1
1968,English,Political Science,Machine Learning,Astro Engineering,Chorus1,Chorus2,0,1
1969,Political Science,Algebra,Optimization,Astro Engineering,Biology,Aero Engineering,0,0
1970,Machine Learning,Spanish,Social Science,Political Science,Chemistry,Algebra,0,0
1971,Biology,Business,Chinese,French,Spanish,Social Science,1,0
1972,Chinese,English,Aero Engineering,Spanish,Business,Chemistry,0,0
1973,Chinese,Business,Astro Engineering,Machine Learning,French,English,1,0
1974,English,Optimization,Biology,Social Science,Chorus1,Chorus2,0,1
1975,Astro Engineering,Physics,Social Science,Biology,Political Science,Optimization,0,0
1976,Chemistry,Aero Engineering,Machine Learning,Business,Spanish,Political Science,0,0
1977,Aero Engineering,Spanish,Machine Learning,History,Chorus1,Chorus2,0,1
1978,Optimization,Chemistry,Machine Learning,Algebra,Chinese,Business,0,0
1979,History,Social Science,Algebra,Chemistry,Astro Engineering,Physics,0,0
1980,Astro Engineering,Optimization,English,Biology,Chemistry,Social Science,0,0
1981,Spanish,Political Science,French,Biology,Business,Astro Engineering,1,0
1982,English,Aero Engineering,Physics,Chinese,Algebra,Social Science,1,0
1983,Biology,Spanish,English,French,Social Science,Physics,0,0
1984,Business,Algebra,English,Machine Learning,Political Science,Biology,0,0
1985,English,History,Physics,Chinese,Biology,Business,0,0
1986,Business,History,Machine Learning,Physics,Astro Engineering,Aero Engineering,0,0
1987,Chinese,Chemistry,English,Spanish,French,Political Science,1,0
1988,Business,History,Aero Engineering,Biology,Chinese,French,0,0
1989,Political Science,Astro Engineering,Spanish,Biology,Machine Learning,Chemistry,0,0
1990,Astro Engineering,Aero Engineering,Physics,Chinese,Political Science,Spanish,1,0
1991,Physics,Chinese,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
1992,French,Physics,Biology,Chinese,Political Science,Business,1,0
1993,English,Physics,Aero Engineering,Astro Engineering,History,Algebra,1,0
1994,History,Optimization,Astro Engineering,Chinese,Business,Political Science,0,0
1995,Chinese,Astro Engineering,French,Chemistry,Business,Biology,1,0
1996,Political Science,Physics,French,Social Science,Chorus1,Chorus2,0,1
1997,Physics,Chemistry,English,Biology,Machine Learning,Chinese,0,0
1998,Biology,History,Chinese,Aero Engineering,Astro Engineering,English,0,0
1999,Physics,Astro Engineering,French,Aero Engineering,Spanish,Algebra,0,0
2000,Chinese,Chemistry,English,Machine Learning,Chorus1,Chorus2,0,1
2001,Astro Engineering,Machine Learning,Social Science,Algebra,Physics,French,1,0
2002,French,Spanish,Aero Engineering,Physics,Political Science,Algebra,0,0
2003,Social Science,Chinese,Machine Learning,Astro Engineering,History,Physics,1,0
2004,Machine Learning,French,Optimization,Business,Spanish,Chemistry,1,0
2005,Chinese,English,Astro Engineering,Aero Engineering,Spanish,French,0,0
2006,Chinese,Business,French,Machine Learning,Optimization,History,0,0
2007,Astro Engineering,Political Science,Chinese,Social Science,Chemistry,English,1,0
2008,Astro Engineering,Chemistry,Aero Engineering,Biology,Political Science,Physics,1,0
2009,French,Business,Chemistry,Astro Engineering,Social Science,Algebra,0,0
2010,History,Astro Engineering,Political Science,English,Spanish,Algebra,0,0
2011,Algebra,English,Aero Engineering,Machine Learning,Physics,Spanish,0,0
2012,Political Science,Physics,Chinese,Astro Engineering,Machine Learning,Aero Engineering,0,0
2013,Algebra,Aero Engineering,Astro Engineering,Chinese,French,Physics,1,0
2014,Machine Learning,English,Optimization,Algebra,Political Science,Aero Engineering,1,0
2015,Political Science,Spanish,Social Science,Machine Learning,Aero Engineering,Astro Engineering,0,0
2016,Chemistry,Spanish,Business,Biology,French,Political Science,0,0
2017,Machine Learning,English,Optimization,Business,Political Science,Chinese,0,0
2018,Business,Chemistry,Astro Engineering,Aero Engineering,Political Science,Social Science,0,0
2019,Machine Learning,Social Science,Business,Optimization,English,Aero Engineering,0,0
2020,Business,Biology,Astro Engineering,Machine Learning,Political Science,Physics,0,0
2021,Algebra,Machine Learning,Optimization,History,Physics,Political Science,1,0
2022,Social Science,History,Machine Learning,Algebra,Biology,Chemistry,0,0
2023,English,Optimization,Physics,Astro Engineering,Aero Engineering,Business,0,0
2024,Algebra,Machine Learning,Social Science,Chinese,Aero Engineering,Chemistry,0,0
